"Place","Region","Confirmed","Deaths","Recovered","Last Update"
"Nevada","USA","7","0","0","2020-03-12 02:00:00 * CTY: Clark 5; Washoe 2"
"Brunei","Brunei","6","0","0","2020-03-11 20:00:00"
"Malta","Malta","6","0","0","2020-03-11 14:00:00"
"Bulgaria","Bulgaria","6","1","0","2020-03-11 20:00:00"
"Cyprus","Cyprus","6","0","0","2020-03-11 20:00:00"
"Wisconsin","USA","6","0","1","2020-02-12 02:00:00 * CTY: Dane 2; Fond du Lac 2; Pierce 1; Waukesha 1"
"New Zealand","New Zealand","5","0","0","2020-03-07 15:00:00"
"Dominican Republic","Dominican Republic","5","0","0","2020-03-08 20:30:00"
"Bosnia and Herzegovina","Bosnia and Herzegovina","5","0","0","2020-03-10 10:00:00"
"Morocco","Morocco","5","1","0","2020-03-11 14:00:00"
"Paraguay","Paraguay","5","0","0","2020-03-11 20:00:00"
"Rhode Island","USA","5","0","0","2020-03-10 23:00:00 * CTY: Providence 3; unknown 2"
"New Hampshire","USA","5","0","0","2020-03-10 23:00:00 * CNTY: Grafton 3; Rockingham 2"
"Minnesota","USA","5","0","0","2020-03-11 19:00:00 * CTY: Ramsey 2; Carver 1; Anoka 1; Olmsted 1"
"Nebraska","USA","5","0","0","2020-03-11 14:00:00 * CTY: Douglas 4; Knox 1"
"Senegal","Senegal","4","0","0","2020-03-04 20:00:00"
"Ohio","USA","4","0","0","2020-03-11 19:00:00 * CTY: Cuyahoga 3; Stark 1"
"Lithuania","Lithuania","3","0","0","2020-03-11 20:00:00"
"Bangladesh","Bangladesh","3","0","0","2020-03-08 13:00:00"
"Cambodia","Cambodia","3","0","1","2020-03-11 13:00:00"
"Moldova","Moldova","3","0","0","2020-03-10 18:00:00"
"Martinique","Martinique","3","0","0","2020-03-11 02:00:00"
"Wuhan Evacuee","USA","3","0","0","2020-03-02 17:00:00"
"New Mexico","USA","3","0","0","2020-03-11 16:20:00 * CTY: Socorro 2; Bernalillo 1"
"Others (repatriated from Wuhan)","USA","3","0","0","2020-03-11 02:00:00"
"Utah","USA","3","0","0","2020-03-12 02:00:00 * CTY: Davis 1; Weber 1; Summit 1"
"Connecticut","USA","3","0","0","2020-03-12 02:00:00 * CTY: Wilton 1; Litchfield 1; Fairfield 1"
"Nigeria","Nigeria","2","0","0","2020-03-10 02:00:00"
"Bolivia","Bolivia","2","0","0","2020-03-11 03:00:00"
"Sri Lanka","Sri Lanka","2","0","1","2020-03-11 12:00:00"
"Honduras","Honduras","2","0","0","2020-03-11 12:00:00"
"Cameroon","Cameroon","2","0","0","2020-03-08 13:00:00"
"Burkina Faso","Burkina Faso","2","0","0","2020-03-10 01:00:00"
"Oklahoma","USA","2","0","0","2020-03-10 17:00:00 * CTY: Tulsa 2"
"Hawaii","USA","2","0","0","2020-03-09 11:30:00"
"Vermont","USA","2","0","0","2020-03-12 02:00:00 * CTY Bennington 1; Chittenden 1"
"Michigan","USA","2","0","0","2020-03-11 03:00:00 * CTY: Oakland 1; Wayne 1"
"Xizang","Mainland China","1","0","1","2020-02-12 07:00:00"
"Monaco","Monaco","1","0","0","2020-02-28 23:30:00"
"Armenia","Armenia","1","0","0","2020-03-01 19:00:00"
"Mongolia","Mongolia","1","0","0","2020-03-10 02:00:00"
"Democratic Republic of the Congo","Democratic Republic of the Congo","1","0","0","2020-03-11 14:00:00"
"Ukraine","Ukraine","1","0","0","2020-03-03 10:00:00"
"Bhutan","Bhutan","1","0","0","2020-03-06 11:00:00"
"Nepal","Nepal","1","0","1","2020-02-12 14:43:03"
"Togo","Togo","1","0","0","2020-03-06 16:30:00"
"Jordan","Jordan","1","0","0","2020-03-02 13:22:00"
"Jamaica","Jamaica","1","0","0","2020-03-11 10:00:00"
"Liechtenstein","Liechtenstein","1","0","0","2020-03-03 22:00:00"
"Vatican City","Vatican City","1","0","0","2020-03-06 16:30:00"
"Turkey","Turkey","1","0","0","2020-03-10 22:00:00"
"Andorra","Andorra","1","0","0","2020-03-02 12:00:00"
"Kansas","USA","1","0","0","2020-03-08 01:00:00 * CTY: Johnson 1"
"Missouri","USA","1","0","0","2020-03-08 02:30:00 * CTY: St. Louis 1"
"Arkansas","USA","1","0","0","2020-03-11 18:00:00 * CTY Jefferson 1"
"Montana","USA","1","0","0","2020-03-11 18:00:00 * CTY unknown 1"
"Delaware","USA","1","0","0","2020-03-11 21:00:00 * CTY New Castle 1"
"Mississippi","USA","1","0","0","2020-03-12 02:00:00 * CTY Forrest 1"
"Wyoming","USA","1","0","0","2020-03-12 02:00:00 * CTY Sheridan 1"
"North Dakota","USA","1","0","0","2020-03-12 02:00:00 * CTY: Ward 1"
