Place,Region,Confirmed,Deaths,Recovered,Active,Last Update
Florida,USA,"15,698",323,0,"15,375",2020-04-09 00:00:00 * CTY: Alachua 144; Baker 15; Bay 28; Bradford 15; Brevard 105; Broward 2365; Calhoun 4; Charlotte 76; Citrus 55; Clay 99; Collier 282; Columbia 16; DeSoto 19; Dixie 1; Duval 557; Escambia 182; Flagler 36; Franklin 2; Gadsden 9; Gilchrist 2; Glades 4; Gulf 1; Hamilton 1; Hardee 2; Hendry 11; Hernando 57; Highlands 44; Hillsborough 631; Holmes 2; Indian River 65; Jackson 4; Jefferson 8; Lafayette 1; Lake 139; Lee 476; Leon 72; Levy 6; Madison 12; Manatee 172; Marion 68; Martin 108; Miami-Dade 5461; Monroe 52; Nassau 29; Okaloosa 78; Okeechobee 5; Orange 824; Osceola 277; Palm Beach 1224; Pasco 127; Pinellas 395; Polk 206; Putnam 24; Santa Rosa 70; Sarasota 184; Seminole 218; St. Johns 156; St. Lucie 129; Sumter 91; Suwannee 47; Taylor 1; Union 2; unknown 2; Volusia 165; Wakulla 7; Walton 26; Washington 2
Illinois,USA,"15,078",462,121,"14,495",2020-04-09 00:00:00 * CTY: Adams 1; Bond 3; Boone 7; Bureau 4; Calhoun 1; Carroll 5; Champaign 69; Christian 23; Clark 3; Clinton 13; Coles 2; Cook 10520; Crawford 4; Cumberland 1; DeKalb 32; De Witt 2; Douglas 10; DuPage 875; Effingham 2; Fayette 4; Ford 3; Franklin 2; Gallatin 1; Grundy 12; Hancock 1; Henry 16; Iroquois 7; Jackson 22; Jasper 3; Jefferson 3; Jersey 5; Jo Daviess 8; Kane 296; Kankakee 145; Kendall 79; Knox 1; Lake 1041; La Salle 17; Lawrence 2; Lee 6; Livingston 10; Logan 3; Macon 13; Macoupin 10; Madison 82; Marion 4; Marshall 1; Mason 3; Massac 2; McHenry 180; McLean 65; Menard 2; Mercer 2; Monroe 20; Montgomery 4; Morgan 8; Moultrie 2; Ogle 12; Peoria 16; Piatt 4; Pike 1; Randolph 31; Richland 1; Rock Island 67; Saline 2; Sangamon 33; Shelby 3; Stark 1; St. Clair 127; Stephenson 6; Tazewell 17; unknown 73; Vermilion 5; Wabash 1; Washington 2; Whiteside 21; Will 914; Williamson 9; Winnebago 63; Woodford 7
Portugal,Portugal,"13,141",380,196,"12,565",4/8/20 15:00
Austria,Austria,"12,942",273,"4,512","8,157",4/8/20 23:00
South Korea,South Korea,"10,384",200,"6,776","3,408",4/8/20 10:00
Georgia,USA,"10,205",362,0,"9,843",2020-04-09 00:00:00 * CTY: Appling 6; Atkinson 4; Bacon 13; Baker 9; Baldwin 30; Banks 4; Barrow 46; Bartow 195; Ben Hill 6; Berrien 4; Bibb 51; Bleckley 1; Brantley 5; Brooks 16; Bryan 25; Bulloch 12; Burke 19; Butts 22; Calhoun 35; Camden 19; Candler 4; Carroll 185; Catoosa 7; Charlton 3; Chatham 124; Chattahoochee 2; Chattooga 4; Cherokee 157; Clarke 81; Clay 13; Clayton 296; Clinch 3; Cobb 601; Coffee 46; Colquitt 82; Columbia 50; Cook 4; Coweta 81; Crawford 3; Crisp 54; Dade 2; Dawson 23; Decatur 22; DeKalb 735; Dodge 9; Dooly 28; Dougherty 1003; Douglas 124; Early 96; Echols 1; Effingham 19; Elbert 3; Emanuel 5; Fannin 9; Fayette 85; Floyd 97; Forsyth 101; Franklin 3; Fulton 1269; Gilmer 4; Glynn 32; Gordon 26; Grady 6; Greene 23; Gwinnett 589; Habersham 8; Hall 234; Hancock 1; Haralson 15; Harris 15; Hart 3; Heard 3; Henry 217; Houston 99; Irwin 11; Jackson 23; Jasper 5; Jeff Davis 1; Jefferson 4; Jenkins 7; Johnson 13; Jones 7; Lamar 15; Lanier 5; Laurens 27; Lee 213; Liberty 14; Lincoln 6; Long 1; Lowndes 49; Lumpkin 9; Macon 11; Madison 9; Marion 5; Mcduffie 17; Mcintosh 3; Meriwether 18; Miller 10; Mitchell 116; Monroe 12; Morgan 12; Murray 12; Muscogee 94; Newton 67; Oconee 33; Oglethorpe 2; Paulding 67; Peach 19; Pickens 10; Pierce 39; Pike 10; Polk 22; Pulaski 8; Putnam 5; Quitman 4; Rabun 5; Randolph 86; Richmond 80; Rockdale 86; Schley 10; Screven 4; Seminole 12; Spalding 56; Stephens 15; Stewart 4; Sumter 181; Talbot 8; Tattnall 3; Taylor 5; Telfair 4; Terrell 96; Thomas 58; Tift 52; Toombs 8; Towns 2; Treutlen 1; Troup 49; Turner 22; Twiggs 2; Union 4; unknown 857; Upson 37; Walker 3; Walton 27; Ware 43; Warren 6; Washington 17; Wayne 4; Webster 3; Wheeler 1; White 11; Whitfield 21; Wilcox 2; Wilkes 5; Wilkinson 4; Worth 65
Texas,USA,"10,014",191,"1,068","8,755",2020-04-09 00:00:00 * CTY: Anderson 2; Andrews 10; Angelina 15; Aransas 2; Atascosa 5; Austin 7; Bandera 1; Bastrop 18; Bee 1; Bell 74; Bexar 503; Blanco 4; Bowie 20; Brazoria 184; Brazos 108; Brown 8; Burleson 5; Burnet 5; Caldwell 5; Calhoun 12; Callahan 1; Cameron 108; Camp 3; Cass 4; Castro 11; Chambers 22; Cherokee 6; Clay 1; Collin 378; Colorado 6; Comal 29; Comanche 3; Coryell 12; Crane 2; Crosby 1; Dallam 1; Dallas 1324; Dawson 7; Deaf Smith 7; Denton 398; DeWitt 7; Dickens 1; Donley 13; Eastland 3; Ector 34; Ellis 41; El Paso 153; Erath 11; Falls 1; Fannin 4; Fayette 9; Floyd 1; Fort Bend 417; Franklin 1; Frio 1; Gaines 1; Galveston 287; Gillespie 1; Goliad 3; Gonzales 1; Gray 11; Grayson 15; Gregg 32; Grimes 6; Guadalupe 45; Hale 7; Hamilton 2; Hansford 1; Hardin 41; Harris--Houston 1380; Harris--Non Houston 961; Harrison 12; Hays 77; Hemphill 1; Henderson 6; Hidalgo 128; Hill 6; Hockley 10; Hood 10; Hopkins 4; Hunt 14; Hutchinson 2; Jackson 4; Jasper 3; Jefferson 78; Jim Wells 2; Johnson 25; Jones 2; Karnes 2; Kaufman 16; Kendall 9; Kerr 2; Kleberg 2; Knox 1; Lamar 6; Lamb 1; Lampasas 2; Lavaca 3; Lee 2; Leon 2; Liberty 15; Limestone 6; Live Oak 3; Llano 3; Lubbock 214; Lynn 4; Madison 1; Martin 2; Mason 1; Matagorda 44; Maverick 7; McLennan 62; Medina 7; Midland 30; Milam 7; Mitchell 1; Montague 1; Montgomery 210; Moore 9; Morris 1; Nacogdoches 25; Navarro 4; Newton 1; Nueces 69; Oldham 3; Orange 29; Palo Pinto 3; Panola 7; Parker 6; Pecos 1; Polk 8; Potter 47; Rains 1; Randall 40; Reeves 1; Robertson 2; Rockwall 14; Rusk 14; San Augustine 7; San Jacinto 3; San Patricio 7; Shelby 17; Smith 82; Starr 7; Swisher 2; Tarrant 588; Taylor 43; Terry 6; Titus 4; Tom Green 25; Travis 596; Trinity 2; Tyler 4; Upshur 6; Uvalde 5; Val Verde 7; Van Zandt 7; Victoria 59; Walker 15; Waller 11; Washington 26; Webb 155; Wharton 18; Wichita 50; Willacy 7; Williamson 97; Wilson 8; Wise 3; Wood 4; Young 3; Zapata 1
Israel,Israel,"9,404",71,801,"8,532",4/8/20 10:00
Washington,USA,"9,238",428,914,"7,896",2020-04-09 00:00:00 * CTY: Adams 30; Asotin 4; Benton 190; Chelan 35; Clallam 10; Clark 190; Columbia 1; Cowlitz 21; Douglas 12; Ferry 1; Franklin 76; Grant 95; Grays Harbor 7; Island 149; Jefferson 27; King 3688; Kitsap 120; Kittitas 15; Klickitat 11; Lewis 17; Lincoln 1; Mason 17; Okanogan 12; Pend Oreille 1; Pierce 795; San Juan 12; Skagit 172; Skamania 2; Snohomish 1695; Spokane 239; Stevens 6; Thurston 77; unknown 838; Wahkiakum 2; Walla Walla 17; Whatcom 241; Whitman 12; Yakima 400
Russia,Russia,"8,672",63,580,"8,029",4/8/20 10:00
Sweden,Sweden,"8,419",687,205,"7,527",4/8/20 15:00
Connecticut,USA,"7,781",326,0,"7,455",2020-04-09 00:00:00 * CTY: Fairfield 4136; Hartford 1045; Litchfield 255; Middlesex 150; New Haven 1664; New London 85; Tolland 111; unknown 292; Windham 43
Norway,Norway,"6,086",89,32,"5,965",4/8/20 0:00
Ireland,Ireland,"6,074",235,25,"5,814",4/8/20 21:00
Australia,Australia,"6,010",50,"1,080","4,880",4/8/20 10:00
Indiana,USA,"5,943",203,0,"5,740",2020-04-09 00:00:00 * CTY: Adams 2; Allen 95; Bartholomew 66; Blackford 4; Boone 76; Brown 9; Carroll 3; Cass 15; Clark 86; Clay 11; Clinton 8; Crawford 11; Daviess 5; Dearborn 47; Decatur 99; De Kalb 4; Delaware 46; Dubois 9; Elkhart 46; Fayette 18; Floyd 77; Fountain 2; Franklin 61; Fulton 3; Gibson 4; Grant 22; Greene 12; Hamilton 392; Hancock 99; Harrison 48; Hendricks 243; Henry 19; Howard 44; Huntington 6; Jackson 46; Jasper 14; Jay 3; Jefferson 7; Jennings 42; Johnson 230; Knox 10; Kosciusko 16; LaGrange 6; Lake 461; La Porte 28; Lawrence 55; Madison 143; Marion 2290; Marshall 11;  Martin 1; Miami 12; Monroe 60; Montgomery 17; Morgan 82; Newton 6; Noble 11; Ohio 1; Orange 11; Owen 17; Parke 5; Porter 85; Posey 5; Pulaski 1; Putnam 27; Randolph 7; Ripley 76; Rush 14; Scott 11; Shelby 56; Spencer 1; Starke 6; Steuben 10; St. Joseph 142; Sullivan 4; Switzerland 11; Tippecanoe 38; Tipton 9; Union 5; Vanderburgh 41; Vermillion 2; Vigo 32; Wabash 5; Warren 2; Warrick 26; Washington 21; Wayne 16; Wells 2; White 3; Whitley 8
India,India,"5,916",180,565,"5,171",2020-04-09 00:00:00 * States: Maharashtra 1135;Tamil Nadu 738;Delhi 669;Telangana 453;Rajasthan 383;Kerala 345;Uttar Pradesh 361;Andhra Pradesh 348;Madhya Pradesh 341;Karnataka 181;Gujarat 186;Haryana 167;Jammu and Kashmir 158;Punjab 106;West Bengal 99;Odisha 42;Bihar 39;Uttarakhand 35;Assam 28;Chandigarh 18;Himachal Pradesh 27;Ladakh 14;Andaman and Nicobar Islands 11;Chhattisgarh 10;Goa 7;Puducherry 5;Jharkhand 4;Manipur 2;Mizoram 1;Arunachal Pradesh 1;Dadra and Nagar Haveli 1;Tripura 1;Daman and Diu 0;Lakshadweep 0;Meghalaya 0;Nagaland 0;Sikkim 0
Colorado,USA,"5,655",193,0,"5,462",2020-04-09 00:00:00 * CTY: Adams 417; Alamosa 5; Arapahoe 764; Archuleta 6; Baca 9; Boulder 207; Broomfield 52; Chaffee 23; Clear Creek 7; Costilla 3; Crowley 1; Custer 2; Delta 5; Denver 927; Douglas 244; Eagle 374; Elbert 10; El Paso 472; Fremont 4; Garfield 49; Grand 4; Gunnison 98; Hinsdale 1; Huerfano 1; Jefferson 610; Kit Carson 5; Lake 3; La Plata 34; Larimer 167; Las Animas 1; Lincoln 1; Logan 13; Mesa 32; Mineral 2; Moffat 3; Montezuma 8; Montrose 35; Morgan 23; Otero 4; Ouray 3; Park 5; Phillips 4; Pitkin 39; Pueblo 45; Rio Blanco 1; Rio Grande 5; Routt 32; Saguache 3; San Miguel 10; Summit 56; Teller 12; unknown 238; Washington 1; Weld 573; Yuma 2
Chile,Chile,"5,546",48,"1,115","4,383",2020-04-08 17:00:00 * Arica 63; Tarapaca 26; Antofagasta 77; Atacama 8; Coquimbo 56; Valparaiso 225; Metropolitana 2548; O'Higgins 43; Maule 119; Ñuble 561; Biobio 439; Araucania 669; Los Rios 114; Los Lagos 325; Aysen 7; Magallanes 266. Source: @SouthernVOID
Maryland,USA,"5,529",124,288,"5,117",2020-04-09 00:00:00 * CTY: Allegany 6; Anne Arundel 466; Baltimore 866; Baltimore City 571; Calvert 56; Caroline 11; Carroll 186; Cecil 49; Charles 164; Dorchester 4; Frederick 199; Garrett 5; Harford 86; Howard 274; Kent 9; Montgomery 1088; Prince George's 1310; Queen Anne's 16; Somerset 4; St. Mary's 62; Talbot 10; Washington 57; Wicomico 20; Worcester 10
Denmark,Denmark,"5,402",218,"1,621","3,563",4/8/20 17:00
Czech Republic,Czech Republic,"5,312",99,233,"4,980",4/8/20 23:00
Poland,Poland,"5,205",159,222,"4,824",4/8/20 17:00
Ohio,USA,"5,148",193,0,"4,955",2020-04-09 00:00:00 * CTY: Adam 2; Allen 23; Ashland 3; Ashtabula 20; Athens 3; Auglaize 8; Belmont 30; Brown 4; Butler 102; Carroll 9; Champaign 5; Clark 13; Clermont 27; Clinton 11; Columbiana 71; Coshocton 10; Crawford 9; Cuyahoga 960; Darke 38; Defiance 10; Delaware 79; Erie 10; Fairfield 65; Fayette 4; Franklin 761; Fulton 5; Gallia 4; Geauga 44; Greene 21; Guernsey 2; Hamilton 437; Hancock 17; Hardin 2; Henry 1; Highland 6; Holmes 3; Huron 9; Jackson 2; Jefferson 18; Knox 7; Lake 99; Lawrence 13; Licking 64; Logan 5; Lorain 136; Lucas 371; Madison 20; Mahoning 305; Marion 32; Medina 94; Meigs 1; Mercer 11; Miami 107; Monroe 2; Montgomery 147; Morgan 2; Morrow 6; Muskingum 6; Ottawa 6; Paulding 2; Perry 6; Pickaway 35; Pike 1; Portage 108; Preble 8; Richland 25; Ross 10; Sandusky 5; Scioto 1; Seneca 6; Shelby 19; Stark 114; Summit 211; Trumbull 126; Tuscarawas 26; Union 8; Van Wert 2; Warren 46; Washington 30; Wayne 30; Williams 1; Wood 41; Wyandot 5
Romania,Romania,"4,761",215,528,"4,018",4/8/20 15:00
Ecuador,Ecuador,"4,450",242,140,"4,068",4/8/20 21:00
Tennessee,USA,"4,363",80,627,"3,656",2020-04-09 00:00:00 * CTY: Anderson 11; Bedford 12; Benton 4; Bledsoe 3; Blount 42; Bradley 28; Campbell 6; Cannon 7; Carroll 8; Carter 3; Cheatham 13; Chester 6; Claiborne 2; Clay 2; Cocke 2; Coffee 7; Cumberland 33; Davidson 946; Decatur 1; Dekalb 7; Dickson 26; Dyer 11; Fayette 22; Fentress 2; Franklin 17; Gibson 13; Giles 3; Grainger 3; Greene 20; Grundy 16; Hamblen 4; Hamilton 95; Hardeman 6; Hardin 2; Hawkins 18; Haywood 7; Henderson 2; Henry 6; Hickman 2; Houston 2; Humphreys 4; Jackson 4; Jefferson 12; Johnson 2; Knox 148; Lauderdale 6; Lawrence 10; Lewis 2; Lincoln 7; Loudon 15; Macon 16; Madison 43; Marion 21; Marshall 9; Maury 29; McMinn 3; McNairy 7; Meigs 3; Monroe 6; Montgomery 72; Morgan 5; Obion 4; Out-of-state 282; Overton 5; Perry 3; Polk 3; Putnam 81; Roane 5; Robertson 67; Rutherford 193; Scott 5; Sequatchie 1; Sevier 19; Shelby 912; Smith 3; Stewart 2; Sullivan 27; Sumner 376; Tipton 38; Trousdale 14; Unicoi 1; Union 2; unknown 31; Warren 2; Washington 30; Wayne 2; Weakley 5; White 2; Williamson 287; Wilson 117
Peru,Peru,"4,342",121,"1,333","2,888",2020-04-08 21:00:00 * Lima  3016; Callao 320; Loreto 290; Lambayeque 246; La Libertad 82; Arequipa 74; Cusco 54; Ancash 50; Junin 42; Piura 41; Ica 28; Tumbes 27; Amazonas 11; San Martin 11; Cajamarca 10; Tacna 9; Huancavelica 7; Huanuco 7; Ayacucho 5; Pasco 5; Madre de Dios 2; Moquegua 3; Apurimac 1; Puno 1. @SouthernVOID
Pakistan,Pakistan,"4,263",61,467,"3,735",4/8/20 23:00
Japan,Japan,"4,257",93,622,"3,542",4/8/20 2:00
Malaysia,Malaysia,"4,119",65,"1,487","2,567",4/8/20 10:00
Philippines,Philippines,"3,870",182,96,"3,592",4/8/20 10:00
Virginia,USA,"3,645",66,2,"3,577",2020-04-09 00:00:00 * CTY: Accomack 11; Albemarle 41; Alexandria 143; Alleghany 2; Amelia 8; Amherst 8; Appomattox 3; Arlington 254; Augusta 13; Bedford 12; Botetourt 18; Bristol 1; Brunswick 1; Buchanan 1; Buckingham 9; Buena Vista City 4; Campbell 4; Caroline 4; Carroll 2; Charles City 5; Charlotte 1; Charlottesville 23; Chesapeake 99; Chesterfield 145; Clarke 3; Colonial Heights 1; Covington 1; Craig 2; Culpeper 10; Cumberland 6; Danville 15; Dinwiddie 2; Emporia 4; Fairfax 570; Fauquier 17; Fluvanna 12; Franklin 12; Franklin City 5; Frederick 46; Fredericksburg 8; Galax 1; Giles 2; Gloucester 16; Goochland 24; Greene 4; Greensville 5; Halifax 2; Hampton 53; Hanover 22; Harrisonburg 36; Henrico 291; Henry 4; Hopewell 13; Isle of Wight 23; James City 122; King and Queen 1; King George 11; King William 2; Lancaster 1; Lee 3; Lexington 3; Loudoun 238; Louisa 16; Lunenburg 2; Lynchburg 20; Madison 5; Manassas City 20; Manassas Park 5; Mathews 2; Mecklenburg 16; Montgomery 16; Nelson 3; New Kent 11; Newport News 60; Norfolk 77; Northampton 2; Northumberland 3; Nottoway 3; Orange 7; Page 3; Petersburg 9; Pittsylvania 3; Poquoson 4; Portsmouth 41; Powhatan 4; Prince Edward 3; Prince George 24; Prince William 263; Pulaski 2; Radford 1; Rappahannock 1; Richmond 2; Richmond City 119; Roanoke 9; Roanoke City 14; Rockbridge 3; Rockingham 20; Russell 1; Salem 1; Shenandoah 13; Smyth 5; Southampton 5; Spotsylvania 31; Stafford 48; Staunton 1; Suffolk 31; Surry 3; Sussex 6; Tazewell 4; Virginia Beach 207; Warren 8; Washington 12; Waynesboro 2; Westmoreland 5; Williamsburg 16; Winchester 15; Wise 4; Wythe 6; York 25
North Carolina,USA,"3,568",66,203,"3,299",2020-04-09 00:00:00 * CTY: Alamance 30; Alexander 2; Alleghany 2; Anson 6; Ashe 2; Beaufort 10; Bertie 10; Bladen 1; Brunswick 26; Buncombe 37; Burke 34; Cabarrus 88; Caldwell 11; Carteret 19; Caswell 2; Catawba 28; Chatham 24; Cherokee 10; Chowan 1; Clay 3; Cleveland 26; Columbus 17; Craven 19; Cumberland 69; Currituck 3; Dare 10; Davidson 73; Davie 20; Duplin 8; Durham 236; Edgecombe 12; Forsyth 108; Franklin 23; Gaston 65; Gates 3; Granville 83; Greene 10; Guilford 122; Halifax 17; Harnett 34; Haywood 3; Henderson 54; Hertford 5; Hoke 13; Iredell 58; Jackson 2; Johnston 51; Jones 3; Lee 5; Lenoir 14; Lincoln 11; Macon 1; Martin 4; McDowell 13; Mecklenburg 848; Mitchell 3; Montgomery 13; Moore 51; Nash 25; New Hanover 53; Northampton 55; Onslow 25; Orange 81; Pamlico 3; Pasquotank 10; Pender 2; Perquimans 2; Person 8; Pitt 55; Polk 8; Randolph 40; Richmond 2; Robeson 7; Rockingham 8; Rowan 69; Rutherford 25; Sampson 8; Scotland 3; Stanly 8; Stokes 8; Surry 10; Swain 1; Transylvania 6; Union 91; Vance 17; Wake 368; Warren 3; Washington 8; Watauga 8; Wayne 40; Wilkes 4; Wilson 42; Yadkin 9
