"Place","Region","Confirmed","Deaths","Recovered","Last Update"
"Jordan","Jordan","1","0","0","2020-03-02 13:22:00"
"Tunisia","Tunisia","1","0","0","2020-03-02 16:00:00"
"Latvia","Latvia","1","0","0","2020-03-02 17:00:00"
"Morocco","Morocco","1","0","0","2020-03-02 22:30:00"
"Ukraine","Ukraine","1","0","0","2020-03-03 10:00:00"
"Liechtenstein","Liechtenstein","1","0","0","2020-03-03 22:00:00"
"Poland","Poland","1","0","0","2020-03-04 08:00:00"
"Slovenia","Slovenia","1","0","0","2020-03-04 22:30:00"
"Bosnia and Herzegovina","Bosnia and Herzegovina","1","0","0","2020-03-05 11:00:00"
"South Africa","South Africa","1","0","0","2020-03-05 12:25:00"
"Costa Rica","Costa Rica","1","0","0","2020-03-06 01:29:39"
"Wisconsin","USA","1","0","0","2020-02-05 21:53:00 * CTY: Dane 1"
"North Carolina","USA","1","0","0","2020-03-03 21:00:00 * CTY: Wake 1"
"Tennessee","USA","1","0","0","2020-03-05 15:00:00 * CTY: Williamson 1"
"Nevada","USA","1","0","0","2020-03-05 17:00:00 * CTY: Clark 1; presumptively positive"
