Place,Region,Confirmed,Deaths,Recovered,Active,Last Update
Belgium,Belgium,"9,134",353,"1,063","7,718",3/28/20 12:00
Austria,Austria,"8,271",68,225,"7,978",3/29/20 1:00
Turkey,Turkey,"7,402",108,70,"7,224",3/28/20 20:00
Canada,Canada,"5,655",61,481,"5,113",2020-03-29 01:00:00 * Completed Tests: 186430; Tests in Progress 16028; Provinces: Ontario 1144; British Columbia 884; Alberta 621; Quebec 2498; Manitoba 64; Saskatchewan 134; Nova Scotia 100; New Brunswick 51; PEI 11; Newfoundland 120; Yukon 4; Northwest Territories 1; Repatriated CDN 13
California,USA,"5,648",120,0,"5,528",2020-03-29 03:00:00 * CTY: Los Angeles 1818; Santa Clara 591; San Diego 484; Orange 403; San Francisco 308; San Mateo 274; Alameda 256; Riverside 195; Contra Costa 168; Sacramento 164; San Joaquin 101; Ventura 98; San Bernardino 76; Marin 69; San Luis Obispo 67; Santa Barbara 64; Sonoma 54; Kern 47; Placer 44; Fresno 43; Santa Cruz 39; Solano 34; Monterey 32; Tulare 29; Stanislaus 23; Imperial 21; Humboldt 18; Yolo 16; San Benito 14; Nevada 12; El Dorado 12; Madera 11; Napa 9; Mono 8; Merced 8; Sutter 6; Inyo 5; Butte 5; Shasta 4; Yuba 3; Mendocino 3; Calaveras 3; Siskiyou 3; Kings 2; Amador 2; Glenn 1; Colusa 1
Portugal,Portugal,"5,170",100,43,"5,027",3/28/20 15:00
Michigan,USA,"4,659",112,0,"4,547",2020-03-29 03:00:00 * CTY: Wayne--Detroit 1377; Oakland 1018; Wayne 939; Macomb 534; Washtenaw 185; Genesee 110; Kent 53; Other 47; Livingston 41; Monroe 34; Ingham 32; Ottawa 23; Berrien 22; Jackson 20; Saginaw 19; St. Clair 16; Out of State 15; Kalamazoo 15; Otsego 14; Clinton 13; Lenawee 11; Calhoun 11; Eaton 8; unknown 8; Midland 8; Hillsdale 7; Muskegon 7; Grand Traverse 5; Isabella 4; Kalkaska 4; Van Buren 4; Tuscola 4; Charlevoix 4; Lapeer 4; Emmet 4; Bay 4; Montcalm 3; Ionia 2; Marquette 2; Allegan 2; Sanilac 2; Gladwin 2; Gratiot 2; Cass 2; Shiawassee 2; Mecosta 1; Huron 1; Missaukee 1; Roscommon 1; Manistee 1; Barry 1; Clare 1; Crawford 1; Leelanau 1; Osceola 1; Wexford 1; Gogebic 1; Oceana 1; Iosco 1; Ogemaw 1; Newaygo 1; Chippewa 0; Dickinson 0
Washington,USA,"4,311",189,0,"4,122",2020-03-29 03:00:00 * CTY: King 2077; Snohomish 912; Pierce 282; unknown 160; Spokane 108; Whatcom 102; Yakima 100; Skagit 97; Island 93; Clark 82; Benton 56; Kitsap 49; Grant 44; Thurston 33; Franklin 16; Jefferson 13; Chelan 13; Cowlitz 10; Kittitas 8; Klickitat 7; Lewis 7; Whitman 6; Adams 5; Clallam 5; Walla Walla 4; Douglas 5; San Juan 4; Okanogan 3; Stevens 3; Mason 2; Grays Harbor 1; Lincoln 1; Columbia 1; Ferry 1; Skamania 1
Massachusetts,USA,"4,257",44,0,"4,213",2020-03-29 03:00:00 * CTY: Suffolk 843; Middlesex 842; Norfolk 490; Essex 472; unknown 356; Worcester 291; Plymouth 272; Hampden 183; Bristol 179; Barnstable 133; Berkshire 119; Franklin 39; Hampshire 30; Dukes and Nantucket 8
Florida,USA,"4,038",54,0,"3,984",2020-03-29 03:00:00 * CTY: Miami-Dade 1121; Broward 820; Palm Beach 318; Orange 213; Hillsborough 206; Duval 120; Lee 119; Pinellas 111; Collier 95; Osceola 74; Alachua 68; Seminole 68; Sarasota 50; St. Johns 50; Volusia 44; Sumter 40; Lake 38; Polk 37; Pasco 34; Manatee 32; Okaloosa 31; Escambia 28; Brevard 27; Clay 26; Martin 26; St. Lucie 22; Monroe 22; Marion 18; Leon 17; Santa Rosa 16; Charlotte 16; Indian River 16; Walton 15; Citrus 15; Hernando 14; Flagler 13; Putnam 12; Highlands 10; Baker 7; Nassau 7; Desoto 7; Bay 5; Columbia 3; Hendry 1; Suwannee 1; Levy 1; Gadsden 1; Jackson 1; Bradford 1; Washington 1
Norway,Norway,"4,015",23,7,"3,985",3/29/20 1:00
Brazil,Brazil,"3,904",114,6,"3,784",2020-03-29 01:00:00 * States Acre 25 Amazonas 111 Amapá 4 Pará 17 Rondônia 6 Roraima 12 Tocantins 9 Alagoas 14 Bahia 128 Ceara 314 Maranhão 14 Paraíba 14 Pernambuco 68 Piauí 11 Rio Grande do Norte 45 Sergipe 16 Espírito Santo 53 Minas Gerais 205 Rio de Janeiro 558 São Paulo 1406 Distrito Federal 260 Goiás 56 Mato Grosso do Sul 31 Mato Grosso 13 Paraná 133 Santa Catarina 184 Rio Grande do Sul 197. Source: @HeidyBello
Australia,Australia,"3,640",14,244,"3,382",3/28/20 12:00
Israel,Israel,"3,619",12,89,"3,518",3/28/20 20:00
Illinois,USA,"3,498",47,0,"3,451",2020-03-29 03:00:00 * CTY: Cook 2613; Lake 241; DuPage 202; Will 127; Kane 90; McHenry 47; Kankakee 27; St. Clair 18; Champaign 15; Kendall 11; McLean 10; Madison 10; Winnebago 9; unknown 8; Sangamon 8; Peoria 7; Clinton 5; Rock Island 4; DeKalb 4; Morgan 3; Tazewell 3; Woodford 3; La Salle 3; Monroe 3; Grundy 2; Whiteside 2; Henry 2; Livingston 2; Iroquois 2; Stephenson 2; Jackson 2; Washington 1; Carroll 1; Jo Daviess 1; Christian 1; Fayette 1; Franklin 1; Cumberland 1; Douglas 1; Bureau 1; Williamson 1; Macon 1; Adams 1; Marshall 1
Sweden,Sweden,"3,447",105,16,"3,326",3/28/20 20:00
Louisiana,USA,"3,315",137,0,"3,178",2020-03-29 03:00:00 * CTY: Orleans 1298; Jefferson 744; Caddo 189; East Baton Rouge 153; St. Tammany 134; Ascension 107; St. John the Baptist 54; Lafayette 48; St. James 48; Bossier 45; St. Bernard 43; Rapides 37; Ouachita 34; Lafourche 34; St. Charles 30; Calcasieu 28; Terrebonne 26; Iberville 21; De Soto 21; Plaquemines 19; St. Martin 13; West Baton Rouge 12; Livingston 12; Avoyelles 12; Tangipahoa 10; Washington 10; St. Landry 10; Webster 9; unknown 9; Acadia 9; Iberia 9; Assumption 8; Allen 7; Union 7; St. Mary 7; East Feliciana 6; Lincoln 6; Evangeline 4; Beauregard 4; West Feliciana 4; Franklin 4; Claiborne 4; Vermilion 3; Bienville 3; Morehouse 2; Natchitoches 2; Jackson 2; La Salle 2; Richland 2; Vernon 2; Pointe Coupee 2; Grant 1; Catahoula 1; Madison 1; Jefferson Davis 1; Winn 1; East Carroll 1
Pennsylvania,USA,"2,909",35,0,"2,874",2020-03-29 03:00:00 * CTY: Philadelphia 803; Montgomery 411; Delaware 226; Allegheny 219; Bucks 216; Chester 116; Lehigh 109; Monroe 106; Northampton 94; Berks 65; Luzerne 65; Lackawanna 51; Lancaster 45; Westmoreland 41; Butler 41; York 37; Pike 27; Washington 23; Dauphin 23; Beaver 22; Cumberland 22; Schuylkill 16; Lebanon 15; Centre 15; Fayette 10; Adams 8; Lawrence 8; Franklin 7; Erie 7; Greene 6; Mercer 6; Wayne 6; Montour 5; Columbia 4; Bradford 3; ​Carbon 3; ​Clearfield 2; Blair 2; Lycoming 2; ​Armstrong 2; ​Somerset 2; Crawford 2; Indiana 2; Potter 2; Northumberland 1; Clarion 1; Snyder 1; Mckean 1; Huntingdon 1; Susquehanna 1; Warren 1; ​Juniata 1; Cameron 1; Cambria 1; Perry 1; Tioga 1
Czech Republic,Czech Republic,"2,631",11,11,"2,609",3/29/20 1:00
Texas,USA,"2,535",34,0,"2,501",2020-03-29 03:00:00 * CTY: Harris 445; Dallas 439; Travis 179; Denton 148; Bexar 140; Tarrant 128; Collin 128; Fort Bend 105; Montgomery 63; Brazoria 61; Galveston 60; El Paso 42; Lubbock 41; Brazos 40; Williamson 37; McLennan 34; Bell 28; Smith 27; Hidalgo 27; Webb 25; Wichita 23; Nueces 21; Cameron 20; Ellis 13; Hays 13; Jefferson 12; Midland 11; Matagorda 11; Comal 9; Guadalupe 8; Castro 8; Johnson 8; Hockley 7; Taylor 7; Hardin 6; Kendall 6; Washington 6; Val Verde 5; Parker 4; Gregg 4; Bastrop 4; Eastland 4; Terry 4; Randall 3; Chambers 3; Medina 3; Bowie 3; Walker 3; Potter 3; Wharton 3; Lavaca 3; Hood 3; DeWitt 3; Victoria 3; Rockwall 3; Tom Green 3; Calhoun 3; Brown 3; Dawson 3; Llano 2; Oldham 2; Lynn 2; Rusk 2; Deaf Smith 2; Grayson 2; Liberty 2; Atascosa 2; Burnet 2; Wilson 2; Grimes 2; Milam 2; San Patricio 2; Starr 2; Cass 2; Kaufman 2; Robertson 2; Lamar 1; Morris 1; Karnes 1; Harrison 1; Fayette 1; Fannin 1; Uvalde 1; Andrews 1; Orange 1; Limestone 1; Caldwell 1; Lamb 1; Falls 1; Burleson 1; Blanco 1; Swisher 1; Navarro 1; Shelby 1; Hill 1; Kleberg 1; Cherokee 1; Ector 1; Austin 1; Gaines 1; Polk 1; Hunt 1; Young 1; Comanche 1; Nacogdoches 1; Hopkins 1; Jackson 1; Martin 1; Coryell 1; Angelina 1; Van Zandt 1; Erath 1; Willacy 1; Montague 1; Hale 1; Maverick 1; Crane 1; San Jacinto 1
Georgia,USA,"2,446",79,0,"2,367",2020-03-29 03:00:00 * CTY: Fulton 378; DeKalb 246; unknown 229; Dougherty 224; Cobb 185; Gwinnett 131; Bartow 117; Carroll 64; Clayton 57; Cherokee 54; Henry 50; Lee 39; Clarke 35; Douglas 35; Hall 31; Floyd 27; Fayette 26; Forsyth 22; Paulding 20; Coweta 20; Lowndes 20; Rockdale 17; Early 16; Newton 15; Chatham 15; Mitchell 15; Gordon 14; Houston 13; Tift 13; Sumter 13; Bibb 13; Richmond 12; Columbia 12; Spalding 11; Terrell 10; Polk 10; Oconee 10; Laurens 9; Troup 9; Worth 8; Muscogee 8; Thomas 7; Bryan 7; Glynn 7; Barrow 7; Coffee 7; Whitfield 6; Crisp 6; Peach 6; Ware 5; Colquitt 5; Upson 5; Butts 5; Pickens 5; Miller 4; Lumpkin 4; Effingham 4; Decatur 4; Stephens 3; Seminole 3; Pulaski 3; Calhoun 3; Lincoln 3; Meriwether 3; Burke 3; Fannin 3; Madison 3; Irwin 3; Liberty 3; Catoosa 3; Randolph 3; Monroe 3; Jackson 2; Jones 2; Harris 2; Lamar 2; Dawson 2; Murray 2; Jasper 2; Ben Hill 2; Franklin 2; Haralson 2; Washington 2; Walton 2; Tattnall 2; Baldwin 2; Camden 2; Twiggs 2; Turner 2; Pierce 2; White 1; Jenkins 1; Macon 1; Mcduffie 1; Baker 1; Morgan 1; Wheeler 1; Long 1; Charlton 1; Chattooga 1; Heard 1; Greene 1; Chattahoochee 1; Taylor 1; Hart 1; Dodge 1; Wilkes 1; Clinch 1; Pike 1; Toombs 1; Bulloch 1
Ireland,Ireland,"2,415",36,5,"2,374",3/28/20 20:00
Malaysia,Malaysia,"2,320",27,320,"1,973",3/28/20 12:00
Denmark,Denmark,"2,201",65,1,"2,135",3/28/20 15:00
Colorado,USA,"2,063",44,0,"2,019",2020-03-29 03:00:00 * CTY: Denver 367; Arapahoe 204; El Paso 184; Eagle 182; Jefferson 182; unknown 162; Weld 161; Adams 95; Douglas 92; Boulder 84; Larimer 79; Gunnison 78; Pitkin 26; Garfield 23; La Plata 17; Broomfield 16; Routt 14; Summit 13; Mesa 11; Chaffee 11; Montrose 8; Teller 7; Pueblo 7; Logan 5; Morgan 4; Elbert 3; Otero 3; Clear Creek 3; Rio Grande 2; Yuma 2; Moffat 2; Kit Carson 2; Grand 2; Crowley 1; Lincoln 1; Costilla 1; Washington 1; Alamosa 1; Huerfano 1; Hinsdale 1; Park 1; Fremont 1; San Miguel 1; Delta 1; Baca 1
Chile,Chile,"1,909",6,61,"1,842",2020-03-29 01:00:00 * Arica 3; Tarapaca 5; Antofagasta 25; Atacama 1; Coquimbo 15; Valparaiso 71; Metropolitana 1084; O'Higgins 20; Maule 37; Ñuble 172; Biobio 151; Araucania 177; Los Rios 27; Los Lagos 93; Aysen 2; Magallanes 26. Source: @SouthernVOID
Ecuador,Ecuador,"1,835",48,3,"1,784",3/29/20 1:00
Luxembourg,Luxembourg,"1,831",18,40,"1,773",3/28/20 20:00
Japan,Japan,"1,693",52,404,"1,237",3/28/20 22:00
Poland,Poland,"1,638",18,7,"1,613",3/28/20 20:00
Connecticut,USA,"1,524",33,0,"1,491",2020-03-29 03:00:00 * CTY: Fairfield 908; New Haven 236; Hartford 228; Litchfield 65; Tolland 37; Middlesex 28; New London 19; Windham 3
Tennessee,USA,"1,512",7,0,"1,505",2020-03-29 03:00:00 * CTY: Davidson 376; Shelby 275; unknown 161; Out-of-state 148; Williamson 95; Sumner 82; Rutherford 46; Hamilton 35; Knox 33; Robertson 23; Wilson 20; Putnam 17; Washington 14; Montgomery 11; Tipton 11; Dickson 11; Blount 9; Maury 8; Greene 8; Cheatham 7; Sevier 6; Sullivan 6; Cumberland 6; Anderson 6; Loudon 6; Jefferson 5; Bradley 5; Marion 4; Carroll 4; Campbell 4; Fayette 4; Madison 3; McMinn 3; Monroe 3; Dekalb 3; Franklin 3; Dyer 3; Cannon 3; Benton 3; Overton 2; Macon 2; Hamblen 2; Perry 2; Scott 2; Hawkins 2; Houston 2; Lewis 2; Grundy 2; Chester 2; Gibson 2; Claiborne 2; Bledsoe 2; Cocke 1; Roane 1; Morgan 1; Trousdale 1; White 1; Lincoln 1; Hardin 1; Bedford 1; Hardeman 1; Weakley 1; Carter 1; Meigs 1; Decatur 1; Unicoi 1; Smith 1; Union 1
Pakistan,Pakistan,"1,495",12,29,"1,454",3/28/20 20:00
Guangdong,Mainland China,"1,467",8,"1,341",118,3/28/20 3:00
Romania,Romania,"1,452",29,139,"1,284",3/28/20 12:00
Ohio,USA,"1,406",25,0,"1,381",2020-03-29 03:00:00 * CTY: Cuyahoga 370; Franklin 222; Mahoning 80; Summit 79; Hamilton 71; Lucas 67; Lorain 65; Miami 38; Medina 37; Lake 30; Trumbull 27; Delaware 26; Stark 25; Butler 25; Montgomery 20; Portage 19; Warren 16; Licking 14; Geauga 14; Fairfield 14; Wood 10; Columbiana 9; Clermont 8; Belmont 8; Ashtabula 6; Jefferson 5; Marion 5; Richland 5; Erie 5; Tuscarawas 5; Defiance 5; Madison 4; Wayne 4; Pickaway 4; Coshocton 4; Union 3; Huron 3; Carroll 3; Hancock 3; Shelby 3; Ashland 3; Greene 3; Logan 3; Clinton 3; Mercer 2; Fulton 2; Knox 2; Champaign 2; Allen 2; Washington 2; Athens 2; Muskingum 2; Crawford 2; Sandusky 2; Clark 2; Wyandot 1; Darke 1; Pike 1; Highland 1; Van Wert 1; Gallia 1; Ottawa 1; Lawrence 1; Seneca 1; Fayette 1; Auglaize 1
Henan,Mainland China,"1,275",22,"1,250",3,3/26/20 3:00
Russia,Russia,"1,264",4,49,"1,211",3/28/20 12:00
Zhejiang,Mainland China,"1,251",1,"1,225",25,3/28/20 3:00
Thailand,Thailand,"1,245",6,97,"1,142",3/28/20 12:00
Indiana,USA,"1,232",31,0,"1,201",2020-03-29 03:00:00 * CTY: Marion 584; Lake 68; Hamilton 64; Johnson 52; Hendricks 36; St. Joseph 31; Decatur 30; Allen 23; Franklin 23; Hancock 19; Clark 18; Monroe 16; Ripley 15; Morgan 14; Floyd 13; Madison 12; Elkhart 11; Tippecanoe 11; Vanderburgh 10; Shelby 10; Jennings 10; Howard 9; Porter 9; Boone 8; Dearborn 8; Delaware 8; Owen 7; Harrison 7; Jackson 7; Bartholomew 7; Warrick 6; Putnam 5; Jasper 5; Grant 5; Washington 4; LaPorte 4; Vigo 4; Lawrence 4; Montgomery 4; Gibson 4; Fayette 4; Marshall 3; Tipton 2; Kosciusko 2; LaGrange 2; Noble 2; Posey 2; Rush 2; Brown 2; Huntington 1; Carroll 1; Whitley 1; Scott 1; Newton 1; Dubois 1; Sullivan 1; Verm. 1; White 1; Fountain 1; Adams 1; Miami 1; Ohio 1; Fulton 1; Henry 1; Wells 1; Wabash 1; Crawford 1; Wayne 1; DeKalb 1; Switzerland 1; Orange 1; Clinton 1; Warren 1; Starke 1; Randolph 1
Saudi Arabia,Saudi Arabia,"1,203",4,37,"1,162",3/28/20 15:00
South Africa,South Africa,"1,187",2,31,"1,154",3/28/20 20:00
Finland,Finland,"1,167",8,10,"1,149",3/28/20 15:00
Indonesia,Indonesia,"1,155",102,59,994,3/28/20 12:00
Philippines,Philippines,"1,075",68,35,972,3/28/20 12:00
Maryland,USA,"1,068",10,0,"1,058",2020-03-29 03:00:00 * CTY: Montgomery 255; Prince George's 196; Baltimore 141; Baltimore City 112; Anne Arundel 88; Carroll 83; Howard 73; Frederick 22; Harford 21; Charles 21; Cecil 13; Calvert 8; St. Mary's 8; Wicomico 6; Washington 6; Queen Anne's 4; Garrett 3; Kent 2; Talbot 2; Worcester 2; Somerset 1; Caroline 1
North Carolina,USA,"1,062",5,0,"1,057",2020-03-29 03:00:00 * CTY: Mecklenburg 299; Wake 133; Durham 113; Union 34; Guilford 34; Forsyth 33; Cabarrus 32; New Hanover 25; Northampton 25; Orange 24; Iredell 18; Gaston 17; Buncombe 17; Davidson 14; Cumberland 12; Rowan 12; Chatham 12; Brunswick 12; Harnett 11; Pitt 10; Catawba 10; Johnston 9; Randolph 9; Henderson 9; Moore 7; Carteret 7; Wilson 7; Davie 6; McDowell 5; Alamance 5; Franklin 5; Watauga 5; Burke 4; Craven 4; Onslow 4; Cleveland 4; Cherokee 4; Nash 4; Beaufort 3; Montgomery 3; Bertie 3; Transylvania 3; Wayne 3; Hertford 3; Stanly 3; Granville 3; Lenoir 3; Greene 3; Caldwell 3; Hoke 2; Polk 2; Dare 2; Vance 2; Columbus 2; Halifax 2; Lee 2; Robeson 2; Pasquotank 2; Sampson 1; Alleghany 1; Edgecombe 1; Mitchell 1; Perquimans 1; Surry 1; Duplin 1; Lincoln 1; Swain 1; Scotland 1; Person 1; Caswell 1; Alexander 1; Hyde 1; Jackson 1; Yadkin 1
Greece,Greece,"1,061",32,52,977,2020-03-29 01:00:00 * Attica 515; Aegean Islands 8; Thrace 14; Macedonia 83; Epirus 5; Thessaly 13; Peloponesse 64; Dodecanese 1; Central Greece 2; Crete 8; Ionian Islands 5; Cyclades 1; Undefined Location 342. Source: @bikerboyGR
Wisconsin,USA,"1,055",17,0,"1,038",2020-03-29 03:00:00 * CTY: Milwaukee 541; Dane 172; Waukesha 72; Ozaukee 33; Washington 31; Kenosha 24; Fond du Lac 20; Racine 16; La Crosse 15; Rock 12; Sauk 11; Sheboygan 8; Jefferson 8; Winnebago 7; Eau Claire 7; Columbia 7; Walworth 6; Brown 6; Dodge 6; Douglas 6; Outagamie 4; St. Croix 4; Green 4; Chippewa 4; Pierce 4; Clark 3; Iowa 3; Bayfield 2; Vilas 2; Dunn 2; Richland 2; Wood 2; Juneau 2; Monroe 1; Marathon 1; Waupaca 1; Grant 1; Marinette 1; Oneida 1; Portage 1; Calumet 1; Iron 1
Hunan,Mainland China,"1,018",4,"1,014",0,3/22/20 18:00
Anhui,Mainland China,990,6,984,0,3/9/20 1:00
Iceland,Iceland,963,2,97,864,3/28/20 15:00
India,India,940,24,83,833,2020-03-29 01:00:00 * State (not updated after 694) Maharashtra 124; Kerala 118; Karnataka 55; Telangana 44; Gujarat 43; Rajasthan 41; Uttar Pradesh 41; Delhi 36; Punjab 33; Haryana 30; Tamil Nadu 26; Madhya Pradesh 20; Ladakh 13; Jammu and Kashmir 13; Andhra Pradesh 11; West Bengal 10; Chandigarh 7; Chhattisgarh 6; Bihar 6; Uttarakhand 5; Himachal Pradesh 3; Goa 3; Odisha 2; Puducherry 1; Manipur 1; Mizoram 1; Andaman and Nicobar Islands
Jiangxi,Mainland China,936,1,934,1,3/22/20 18:00
Missouri,USA,847,11,0,836,2020-03-29 03:00:00 * CTY: St. Louis 313; St. Louis City 102; Kansas City 94; Boone 49; Jackson 43; Greene 41; St. Charles 37; Jefferson 17; Cole 17; Clay 10; Johnson 9; Cass 8; Christian 7; Perry 7; Franklin 6; Callaway 6; Platte 6; Pulaski 5; Cape Girardeau 5; Camden 4; Newton 4; TBD 4; Lafayette 4; St. Francois 4; Montgomery 3; Jasper 3; Scott 3; Dunklin 3; Moniteau 3; Buchanan 3; Lincoln 2; Carter 2; Taney 2; McDonald 1; Stoddard 1; Clinton 1; Pemiscot 1; Barry 1; Adair 1; Randolph 1; Ray 1; Pettis 1; Henry 1; Wright 1; Bollinger 1; Joplin 1; Bates 1; Chariton 1; Cooper 1; Benton 1; Texas 1; Atchison 1; Ralls 1; Shelby 1
Singapore,Singapore,802,2,198,602,3/28/20 17:00
Panama,Panama,786,14,2,770,3/28/20 12:00
Arizona,USA,773,15,0,758,2020-03-29 03:00:00 * CTY: Maricopa 454; Pima 120; Navajo 57; Coconino 56; Pinal 41; Yavapai 13; Apache 13; Mohave 5; Yuma 4; Cochise 3; Santa Cruz 2; La Paz 2; Graham 2; Gila 1
Shandong,Mainland China,772,7,752,13,3/27/20 8:00
Argentina,Argentina,745,19,76,650,2020-03-29 01:00:00 * CABA 245; Buenos Aires 201; Chaco 62; Chubut 3; Cordoba 55; Corrientes 8; Entre Rios 10; Jujuy 3; La Pampa 1; Mendoza 9; Misiones 1; Neuquen 12; Rio Negro 8; Salta 1;  San Luis 6; Santa Cruz 9; Santa Fe 77; Santiago del Estero 2; Tierra del Fuego 17; Tucuman 15. Source: @SouthernVOID
Virginia,USA,740,17,0,723,2020-03-29 03:00:00 * CTY: Fairfax 156; Arlington 75; James City 65; Prince William 56; Loudoun 54; Virginia Beach 35; Henrico 31; Alexandria 20; Richmond City 20; Albemarle 16; Newport News 13; Charlottesville 12; Chesterfield 12; Stafford 11; Norfolk 10; York 9; Chesapeake 7; Hampton 7; Fauquier 6; Williamsburg 6; Gloucester 6; Louisa 6; Harrisonburg 5; Goochland 5; Frederick 4; Manassas City 4; Portsmouth 4; Rockingham 4; Danville 4; Mecklenburg 4; Shenandoah 3; Bedford 3; Hanover 3; Madison 3; Isle of Wight 3; Spotsylvania 3; Fluvanna 3; Accomack 2; Lee 2; Lynchburg 2; Roanoke 2; Warren 2; Rockbridge 2; Prince Edward 2; Culpeper 2; King George 2; Poquoson 2; Prince George 2; Mathews 2; Northumberland 2; Amherst 2; Nelson 2; Bristol 1; New Kent 1; Botetourt 1; Northampton 1; Suffolk 1; Greene 1; Franklin 1; Washington 1; Hopewell 1; Charles City 1; Montgomery 1; Nottoway 1; Southampton 1; Radford 1; Fredericksburg 1; Galax 1; Lancaster 1; Amelia 1; Powhatan 1; Orange 1; Pittsylvania 1; Halifax 1; Roanoke City 0
Nevada,USA,738,14,0,724,2020-03-29 03:00:00 * CTY: Clark 443; unknown 187; Washoe 93; Carson City 5; Douglas 5; Elko 2; Lyon 1; Nye 1; Humboldt 1
Alabama,USA,721,9,0,712,2020-03-29 03:00:00 * CTY: Jefferson 214; Shelby 72; Madison 62; Lee 56; Mobile 34; Walker 28; Tuscaloosa 23; Montgomery 18; Chambers 17; Limestone 16; Morgan 15; Lauderdale 13; Elmore 13; St. Clair 11; Baldwin 10; Marion 9; Chilton 7; Cullman 7; Etowah 6; Autauga 6; Blount 5; Jackson 5; Tallapoosa 5; Houston 4; Marshall 4; Talladega 4; DeKalb 4; Cleburne 4; Pike 4; Franklin 3; Lawrence 3; Greene 3; Bullock 3; Calhoun 3; Marengo 3; Coosa 2; Washington 2; Clay 2; Dallas 2; Covington 2; Winston 2; Randolph 2; Wilcox 2; Monroe 1; Crenshaw 1; Colbert 1; Lowndes 1; Escambia 1; Choctaw 1; Lamar 1; Cherokee 1; Russell 1; Butler 1; Pickens 1
Dominican Republic,Dominican Republic,719,28,3,688,3/28/20 17:00
Mexico,Mexico,717,12,4,701,3/28/20 12:00
Others,Japan (Diamond Princess),706,6,10,690,3/3/20 3:00
Slovenia,Slovenia,684,9,10,665,3/28/20 12:00
Peru,Peru,671,16,16,639,2020-03-29 01:00:00 * Lima 518; Loreto 27; Piura 20; Callao 18; Arequipa 15; Lambayeque 15; Junin 12; Cusco 11; La Libertad 10; Ancash 6; Tumbes 6; Huanuco 4; Ica 4; Madre de Dios 1; San Martin 2; Cajamarca 1; Pasco 1. Source: @SouthernVOID
