Place,Region,Confirmed,Deaths,Recovered,Active,Last Update
Massachusetts,USA,"11,736",216,0,"11,520",2020-04-05 03:00:00 * CTY: Barnstable 330; Berkshire 253; Bristol 601; Dukes and Nantucket 16; Essex 1400; Franklin 95; Hampden 733; Hampshire 125; Middlesex 2468; Norfolk 1199; Plymouth 898; Suffolk 2429; unknown 274; Worcester 915
Florida,USA,"11,545",195,0,"11,350",2020-04-05 03:00:00 * CTY: Alachua 116; Baker 11; Bay 23; Bradford 6; Brevard 72; Broward 1765; Calhoun 3; Charlotte 46; Citrus 34; Clay 74; Collier 221; Columbia 10; Desoto 11; Dixie 1; Duval 387; Escambia 118; Flagler 29; Franklin 1; Gadsden 4; Glades 4; Gulf 1; Hardee 1; Hendry 6; Hernando 40; Highlands 30; Hillsborough 497; Holmes 1; Indian River 50; Jackson 4; Jefferson 1; Lake 95; Lee 348; Leon 42; Levy 2; Madison 6; Manatee 129; Marion 42; Martin 53; Miami-Dade 3890; Monroe 42; Nassau 21; Okaloosa 59; Okeechobee 3; Orange 657; Osceola 216; Palm Beach 954; Pasco 90; Pinellas 342; Polk 142; Putnam 18; Santa Rosa 50; Sarasota 129; Seminole 178; St. Johns 132; St. Lucie 76; Sumter 73; Suwannee 17; Union 1; unknown 10; Volusia 134; Wakulla 5; Walton 21; Washington 1
Portugal,Portugal,"10,524",266,75,"10,183",4/4/20 14:00
Pennsylvania,USA,"10,507",139,0,"10,368",2020-04-05 03:00:00 * CTY: Adams 21; Allegheny 552; ​Armstrong 12; Beaver 69; Bedford 4; Berks 235; Blair 5; Bradford 10; Bucks 580; Butler 84; Cambria 6; Cameron 1; ​Carbon 46; Centre 39; Chester 250; Clarion 4; ​Clearfield 7; Clinton 1; Columbia 20; Crawford 5; Cumberland 54; Dauphin 99; Delaware 616; Erie 19; Fayette 23; Forest 2; Franklin 27; Greene 12; Huntingdon 4; Indiana 9; Juniata 7; Lackawanna 146; Lancaster 291; Lawrence 22; Lebanon 87; Lehigh 804; Luzerne 648; Lycoming 10; Mckean 1; Mercer 14; Mifflin 4; Monroe 484; Montgomery 982; Montour 19; Northampton 588; Northumberland 9; Perry 5; Philadelphia 3008; Pike 97; Potter 3; Schuylkill 77; Snyder 6; ​Somerset 3; Sullivan 1; Susquehanna 5; Tioga 3; Union 5; Venango 3; Warren 1; Washington 46; Wayne 28; Westmoreland 135; Wyoming 5; York 144
Illinois,USA,"10,360",245,0,"10,115",2020-04-05 03:00:00 * CTY: Adams 3; Bond 3; Bureau 3; Carroll 4; Champaign 55; Christian 17; Clark 2; Clinton 10; Cook 7439; Crawford 2; Cumberland 1; DeKalb 19; De Witt 1; Douglas 9; DuPage 590; Effingham 1; Fayette 2; Ford 1; Franklin 1; Grundy 9; Henry 7; Iroquois 4; Jackson 10; Jasper 2; Jefferson 2; Jersey 1; Jo Daviess 4; Kane 207; Kankakee 68; Kendall 47; Knox 1; Lake 689; La Salle 7; Lee 2; Livingston 6; Logan 1; Macon 5; Macoupin 4; Madison 47; Marion 3; Marshall 1; Mason 1; Massac 1; McHenry 122; McLean 40; Menard 1; Mercer 1; Monroe 9; Montgomery 2; Morgan 6; Moultrie 1; Ogle 4; Peoria 11; Piatt 1; Pike 1; Randolph 20; Rock Island 29; Saline 1; Sangamon 25; St. Clair 80; Stephenson 3; Tazewell 10; unknown 53; Vermilion 5; Washington 1; Whiteside 15; Will 582; Williamson 3; Winnebago 36; Woodford 6
South Korea,South Korea,"10,156",177,"6,325","3,654",4/4/20 11:00
Brazil,Brazil,"9,056",359,127,"8,570",2020-04-04 01:00:00 * States Acre 46 Amazonas 260 Amapá 19 Pará 50 Rondônia 10 Roraima 30 Tocantins 12 Alagoas 22 Bahia 282 Ceara 627 Maranhão 81 Paraíba 29 Pernambuco 136 Piauí 21 Rio Grande do Norte 176 Sergipe 25 Espírito Santo 139 Minas Gerais 397 Rio de Janeiro 1074 São Paulo 4048 Distrito Federal 402 Goiás 88 Mato Grosso do Sul 60 Mato Grosso 44 Paraná 301 Rio Grande do Sul 396 Santa Catarina 281. Source: @HeidyBello
Israel,Israel,"7,851",44,427,"7,380",4/4/20 21:00
Washington,USA,"7,632",318,0,"7,314",2020-04-05 03:00:00 * CTY: Adams 23; Asotin 2; Benton 151; Chelan 24; Clallam 8; Clark 137; Columbia 1; Cowlitz 18; Douglas 10; Ferry 1; Franklin 49; Grant 80; Grays Harbor 3; Island 130; Jefferson 20; King 2898; Kitsap 99; Kittitas 10; Klickitat 9; Lewis 13; Lincoln 1; Mason 14; Okanogan 7; Pend Oreille 1; Pierce 620; San Juan 7; Skagit 161; Skamania 1; Snohomish 1503; Spokane 209; Stevens 5; Thurston 64; unknown 807; Wahkiakum 1; Walla Walla 9; Whatcom 199; Whitman 11; Yakima 326
Texas,USA,"6,872",122,0,"6,750",2020-04-05 03:00:00 * CTY: Anderson 1; Andrews 1; Angelina 10; Aransas 1; Atascosa 2; Austin 4; Bastrop 10; Bell 58; Bexar 384; Blanco 2; Bowie 17; Brazoria 144; Brazos 75; Brown 6; Burleson 2; Burnet 4; Caldwell 3; Calhoun 11; Cameron 62; Camp 1; Cass 4; Castro 11; Chambers 11; Cherokee 6; Clay 1; Collin 268; Colorado 2; Comal 21; Comanche 2; Coryell 4; Crane 2; Dallas 1105; Dawson 5; Deaf Smith 3; Denton 288; DeWitt 6; Donley 5; Eastland 3; Ector 22; Ellis 29; El Paso 106; El Paso--Fort Bliss 7; Erath 9; Falls 1; Fannin 2; Fayette 10; Fort Bend 268; Franklin 1; Gaines 1; Galveston 222; Gillespie 2; Goliad 1; Gonzales 1; Gray 5; Grayson 12; Gregg 16; Grimes 3; Guadalupe 26; Hale 6; Hardin 15; Harris--Houston 690; Harris--Non Houston 594; Harrison 6; Hays 50; Hemphill 1; Henderson 2; Hidalgo 86; Hill 5; Hockley 7; Hood 9; Hopkins 4; Hunt 8; Hutchinson 2; Jackson 3; Jasper 3; Jefferson 58; Jim Wells 2; Johnson 21; Karnes 2; Kaufman 10; Kendall 9; Kerr 2; Kleberg 2; Lamar 5; Lamb 1; Lampasas 1; Lavaca 2; Lee 2; Leon 2; Liberty 5; Limestone 3; Live Oak 3; Llano 3; Lubbock 151; Lynn 3; Martin 1; Mason 1; Matagorda 39; Maverick 4; McLennan 50; Medina 3; Midland 24; Milam 2; Montague 1; Montgomery 142; Moore 6; Morris 1; Nacogdoches 16; Navarro 5; Newton 1; Nueces 50; Oldham 2; Orange 7; Palo Pinto 1; Panola 4; Parker 6; Polk 7; Potter 40; Randall 34; Reeves 1; Robertson 2; Rockwall 11; Rusk 12; San Augustine 4; San Jacinto 1; San Patricio 4; Shelby 12; Smith 57; Starr 5; Swisher 1; Tarrant 404; Taylor 27; Terry 4; Titus 1; Tom Green 20; Travis 460; Trinity 2; Tyler 2; Upshur 3; Uvalde 4; Val Verde 5; Van Zandt 4; Victoria 32; Walker 8; Waller 8; Washington 17; Webb 98; Wharton 9; Wichita 46; Willacy 5; Williamson 76; Wilson 6; Wise 3; Wood 1; Young 3
Sweden,Sweden,"6,443",373,205,"5,865",4/4/20 14:00
Georgia,USA,"6,383",208,0,"6,175",2020-04-05 03:00:00 * CTY: Appling 5; Bacon 6; Baker 5; Baldwin 11; Banks 3; Barrow 25; Bartow 160; Ben Hill 4; Berrien 3; Bibb 36; Bleckley 1; Brooks 5; Bryan 15; Bulloch 5; Burke 9; Butts 10; Calhoun 15; Camden 6; Candler 1; Carroll 158; Catoosa 6; Chambers 0; Charlton 1; Chatham 81; Chattahoochee 2; Chattooga 3; Cherokee 120; Clarke 62; Clay 7; Clayton 235; Clinch 2; Cobb 453; Coffee 15; Colquitt 49; Columbia 36; Cook 1; Coweta 64; Crisp 28; Dade 1; Dawson 16; Decatur 16; DeKalb 539; Dodge 5; Dooly 15; Dougherty 685; Douglas 84; Early 64; Effingham 9; Elbert 1; Emanuel 1; Fannin 8; Fayette 66; Floyd 80; Forsyth 71; Franklin 5; Fulton 959; Gilmer 1; Glynn 28; Gordon 23; Grady 3; Greene 12; Gwinnett 400; Habersham 2; Hall 117; Haralson 10; Harris 6; Hart 3; Heard 2; Henry 167; Houston 59; Irwin 6; Jackson 15; Jasper 4; Jeff Davis 0; Jefferson 3; Jenkins 2; Johnson 2; Jones 6; Lamar 7; Lanier 1; Laurens 15; Lee 134; Liberty 10; Lincoln 5; Long 1; Lowndes 37; Lumpkin 9; Macon 4; Madison 7; Marion 2; Mcduffie 6; Mcintosh 2; Meriwether 11; Miller 10; Mitchell 53; Monroe 7; Morgan 2; Murray 9; Muscogee 35; Newton 52; Oconee 24; Oglethorpe 1; Paulding 50; Peach 10; Pickens 9; Pierce 16; Pike 5; Polk 18; Pulaski 7; Putnam 2; Quitman 1; Rabun 3; Randolph 18; Richmond 51; Rockdale 75; Schley 6; Screven 2; Seminole 8; Spalding 26; Stephens 6; Stewart 1; Sumter 83; Talbot 3; Tattnall 3; Taylor 2; Telfair 4; Terrell 57; Thomas 26; Tift 34; Toombs 5; Towns 1; Troup 33; Turner 12; Twiggs 2; Union 1; unknown 88; Upson 12; Walker 3; Walton 18; Ware 18; Warren 5; Washington 5; Wayne 1; Webster 1; Wheeler 1; White 4; Whitfield 16; Wilcox 2; Wilkes 3; Wilkinson 2; Worth 36
Norway,Norway,"5,550",62,32,"5,456",4/4/20 17:00
Australia,Australia,"5,550",30,701,"4,819",4/4/20 11:00
Connecticut,USA,"5,276",165,0,"5,111",2020-04-05 03:00:00 * CTY: Fairfield 2824; Hartford 726; Litchfield 182; Middlesex 100; New Haven 1024; New London 57; Tolland 91; unknown 241; Windham 31
Russia,Russia,"4,731",43,333,"4,355",4/4/20 11:00
Ireland,Ireland,"4,604",137,25,"4,442",4/4/20 21:00
Colorado,USA,"4,565",126,0,"4,439",2020-04-05 03:00:00 * CTY: Adams 320; Alamosa 4; Arapahoe 552; Archuleta 1; Baca 9; Boulder 154; Broomfield 44; Chaffee 21; Clear Creek 6; Costilla 3; Crowley 1; Custer 2; Delta 4; Denver 769; Douglas 209; Eagle 333; Elbert 9; El Paso 406; Fremont 3; Garfield 45; Grand 4; Gunnison 90; Hinsdale 1; Huerfano 1; Jefferson 483; Kit Carson 5; Lake 3; La Plata 25; Larimer 144; Las Animas 1; Lincoln 1; Logan 8; Mesa 20; Mineral 2; Moffat 3; Montezuma 6; Montrose 31; Morgan 16; Otero 3; Ouray 2; Park 5; Phillips 3; Pitkin 38; Pueblo 36; Rio Blanco 1; Rio Grande 5; Routt 29; Saguache 3; San Miguel 9; Summit 50; Teller 11; unknown 204; Washington 1; Weld 424; Yuma 2
Czech Republic,Czech Republic,"4,472",59,78,"4,335",4/5/20 0:00
Chile,Chile,"4,161",27,528,"3,606",2020-04-04 17:00:00 * Arica 12; Tarapaca 17; Antofagasta 55; Atacama 5; Coquimbo 44; Valparaiso 185; Metropolitana 1957; O'Higgins 38; Maule 97; Ñuble 401; Biobio 347; Araucania 477; Los Rios 89; Los Lagos 259; Aysen 6; Magallanes 172.Source: @SouthernVOID
Denmark,Denmark,"4,077",161,"1,283","2,633",4/4/20 14:00
Indiana,USA,"3,953",116,0,"3,837",2020-04-05 03:00:00 * CTY: Adams 2; Allen 59; Bartholomew 45; Benton 0; Blackford 2; Boone 50; Brown 4; Carroll 3; Cass 4; Clark 61; Clay 3; Clinton 3; Crawford 5; Daviess 0; Dearborn 30; Decatur 79; De Kalb 3; Delaware 33; Dubois 4; Elkhart 31; Fayette 14; Floyd 41; Fountain 2; Franklin 50; Fulton 2; Gibson 4; Grant 15; Greene 9; Hamilton 265; Hancock 57; Harrison 28; Hendricks 163; Henry 8; Howard 27; Huntington 5; Jackson 28; Jasper 15; Jay 2; Jefferson 5; Jennings 35; Johnson 153; Knox 5; Kosciusko 11; LaGrange 4; Lake 313; La Porte 19; Lawrence 36; Madison 72; Marion 1570; Marshall 4;  Martin 1; Miami 8; Monroe 45; Montgomery 14; Morgan 60; Newton 1; Noble 9; Ohio 1; Orange 5; Owen 13; Parke 2; Porter 51; Posey 5; Putnam 14; Randolph 5; Ripley 51; Rush 10; Scott 7; Shelby 32; Spencer 1; Starke 2; Steuben 4; St. Joseph 89; Sullivan 3; Switzerland 7; Tippecanoe 28; Tipton 6; Union 2; Vanderburgh 35; Verm. 2; Vigo 10; Wabash 1; Warren 2; Warrick 12; Washington 16; Wayne 6; Wells 2; White 3; Whitley 5
Ohio,USA,"3,739",102,0,"3,637",2020-04-05 03:00:00 * CTY: Adam 1; Allen 15; Ashland 3; Ashtabula 11; Athens 3; Auglaize 6; Belmont 17; Brown 3; Butler 59; Carroll 8; Champaign 5; Clark 7; Clermont 20; Clinton 7; Columbiana 36; Coshocton 8; Crawford 7; Cuyahoga 781; Darke 28; Defiance 7; Delaware 69; Erie 6; Fairfield 36; Fayette 2; Franklin 557; Fulton 5; Gallia 4; Geauga 38; Greene 11; Guernsey 1; Hamilton 288; Hancock 9; Hardin 1; Highland 4; Holmes 1; Huron 6; Jefferson 14; Knox 6; Lake 76; Lawrence 7; Licking 50; Logan 3; Lorain 105; Lucas 272; Madison 15; Mahoning 250; Marion 12; Medina 74; Mercer 6; Miami 69; Montgomery 69; Morrow 3; Muskingum 4; Ottawa 5; Perry 3; Pickaway 20; Pike 1; Portage 74; Preble 4; Richland 14; Ross 4; Sandusky 5; Seneca 5; Shelby 10; Stark 92; Summit 184; Trumbull 90; Tuscarawas 19; Union 7; Van Wert 2; Warren 35; Washington 6; Wayne 25; Williams 1; Wood 23; Wyandot 5
Poland,Poland,"3,627",79,116,"3,432",4/4/20 17:00
Romania,Romania,"3,613",141,329,"3,143",4/4/20 11:00
India,India,"3,588",86,229,"3,273",4/4/20 20:00
Malaysia,Malaysia,"3,483",57,915,"2,511",4/4/20 11:00
Ecuador,Ecuador,"3,465",172,100,"3,193",4/4/20 21:00
Tennessee,USA,"3,322",50,0,"3,272",2020-04-05 03:00:00 * CTY: Anderson 10; Bedford 8; Benton 4; Bledsoe 2; Blount 34; Bradley 21; Campbell 5; Cannon 4; Carroll 6; Carter 3; Cheatham 12; Chester 6; Claiborne 2; Clay 1; Cocke 1; Coffee 4; Cumberland 23; Davidson 741; Decatur 0; Dekalb 5; Dickson 22; Dyer 7; Fayette 18; Fentress 1; Franklin 12; Gibson 8; Giles 3; Grainger 3; Greene 16; Grundy 12; Hamblen 4; Hamilton 71; Hardeman 6; Hardin 2; Hawkins 9; Haywood 2; Henry 4; Hickman 1; Houston 2; Humphreys 3; Jackson 3; Jefferson 6; Johnson 2; Knox 99; Lauderdale 2; Lawrence 3; Lewis 2; Lincoln 5; Loudon 13; Macon 7; Madison 19; Marion 16; Marshall 4; Maury 21; McMinn 3; McNairy 3; Meigs 2; Monroe 6; Montgomery 46; Morgan 4; Obion 2; Out-of-state 218; Overton 2; Perry 3; Polk 3; Putnam 52; Rhea 0; Roane 5; Robertson 51; Rutherford 140; Scott 3; Sequatchie 2; Sevier 13; Shelby 689; Smith 3; Stewart 1; Sullivan 18; Sumner 301; Tipton 31; Trousdale 7; Unicoi 1; Union 1; unknown 63; Warren 1; Washington 22; Wayne 2; Weakley 1; White 2; Williamson 239; Wilson 82
Maryland,USA,"3,172",54,0,"3,118",2020-04-05 03:00:00 * CTY: Allegany 3; Anne Arundel 289; Baltimore 491; Baltimore City 343; Calvert 33; Caroline 4; Carroll 134; Cecil 33; Charles 95; Dorchester 1; Frederick 120; Garrett 3; Harford 44; Howard 180; Kent 5; Montgomery 640; Prince George's 653; Queen Anne's 13; Somerset 4; St. Mary's 34; Talbot 6; Washington 29; Wicomico 8; Worcester 7
Japan,Japan,"3,139",77,514,"2,548",4/5/20 0:00
Philippines,Philippines,"3,094",144,57,"2,893",4/4/20 11:00
Pakistan,Pakistan,"2,818",41,131,"2,646",4/4/20 21:00
Luxembourg,Luxembourg,"2,729",31,500,"2,198",4/4/20 17:00
North Carolina,USA,"2,549",35,0,"2,514",2020-04-05 03:00:00 * CTY: Alamance 18; Alexander 2; Alleghany 2; Anson 3; Ashe 1; Beaufort 9; Bertie 7; Bladen 1; Brunswick 24; Buncombe 31; Burke 18; Cabarrus 69; Caldwell 11; Carteret 16; Caswell 2; Catawba 22; Chatham 21; Cherokee 11; Chowan 1; Clay 3; Cleveland 16; Columbus 6; Craven 14; Cumberland 45; Currituck 2; Dare 5; Davidson 53; Davie 16; Duplin 5; Durham 182; Edgecombe 5; Forsyth 88; Franklin 14; Gaston 47; Gates 1; Granville 24; Greene 6; Guilford 94; Halifax 10; Harnett 24; Haywood 2; Henderson 25; Hertford 4; Hoke 10; Iredell 42; Jackson 2; Johnston 33; Lee 3; Lenoir 7; Lincoln 9; Macon 1; Martin 3; McDowell 9; Mecklenburg 650; Mitchell 2; Montgomery 10; Moore 14; Nash 21; New Hanover 44; Northampton 40; Onslow 17; Orange 52; Pamlico 3; Pasquotank 8; Pender 1; Perquimans 1; Person 4; Pitt 35; Polk 6; Randolph 26; Robeson 5; Rockingham 5; Rowan 46; Rutherford  12; Sampson 2; Scotland 2; Stanly 7; Stokes 6; Surry 3; Swain 1; Transylvania 5; Union 67; Vance 10; Wake 302; Warren 2; Washington 3; Watauga 8; Wayne 12; Wilkes 4; Wilson 28; Yadkin 6
Virginia,USA,"2,407",52,0,"2,355",2020-04-05 03:00:00 * CTY: Accomack 8; Albemarle 27; Alexandria 68; Alleghany 2; Amelia 6; Amherst 6; Arlington 150; Augusta 7; Bedford 4; Botetourt 14; Bristol 1; Brunswick 1; Buckingham 4; Buena Vista City 1; Campbell 2; Caroline 1; Carroll 1; Charke 0; Charles City 4; Charlotte 1; Charlottesville 21; Chesapeake 65; Chesterfield 106; Clarke 2; Covington 1; Culpeper 8; Cumberland 2; Danville 12; Emporia 2; Fairfax 387; Fairfax City 0; Fauquier 10; Fluvanna 5; Franklin 10; Franklin City 4; Frederick 24; Fredericksburg 7; Galax 1; Gloucester 9; Goochland 10; Greene 2; Greensville 4; Halifax 1; Hampton 39; Hanover 12; Harrisonburg 22; Henrico 174; Henry 3; Hopewell 9; Isle of Wight 18; James City 111; King and Queen 1; King George 8; King William 1; Lancaster 1; Lee 2; Lexington 3; Loudoun 150; Louisa 13; Lynchburg 10; Madison 2; Manassas City 14; Manassas Park 2; Mathews 2; Mecklenburg 8; Montgomery 6; Nelson 2; New Kent 8; Newport News 48; Norfolk 55; Northampton 2; Northumberland 3; Nottoway 1; Orange 5; Page 2; Petersburg 10; Pittsylvania 2; Poquoson 3; Portsmouth 26; Powhatan 4; Prince Edward 3; Prince George 16; Prince William 159; Pulaski 1; Radford 1; Richmond 0; Richmond City 96; Roanoke 5; Roanoke City 10; Rockbridge 3; Rockingham 15; Salem 1; Shenandoah 10; Smyth 2; Southampton 5; Spotsylvania 18; Stafford 38; Staunton 1; Suffolk 20; Surry 3; Sussex 3; Tazewell 2; Virginia Beach 160; Warren 4; Washington 3; Waynesboro 2; Westmoreland 2; Williamsburg 10; Winchester 10; Wise 0; Wythe 2; York 19
Missouri,USA,"2,345",43,0,"2,302",2020-04-05 03:00:00 * CTY: Adair 10; Atchison 1; Barry 1; Bates 3; Benton 3; Bollinger 1; Boone 75; Buchanan 8; Butler 2; Caldwell 1; Callaway 18; Camden 21; Cape Girardeau 16; Carter 4; Cass 22; Cedar 5; Chariton 4; Christian 16; Clark 1; Clay 32; Clinton 7; Cole 28; Cooper 2; Crawford 2; DeKalb 1; Dunklin 7; Franklin 24; Gasconade 2; Greene 64; Harrison 2; Henry 1; Howell 1; Jackson 135; Jasper 9; Jefferson 69; Johnson 29; Joplin 2; Kansas City 172; Lafayette 26; Lincoln 16; Livingston 1; Macon 3; Maries 2; McDonald 2; Moniteau 2; Montgomery 4; Morgan 1; New Madrid 1; Newton 6; Nodaway 1; Osage 2; Pemiscot 3; Perry 22; Pettis 2; Phelps 1; Pike 2; Platte 14; Pulaski 10; Ralls 1; Randolph 7; Ray 3; Reynolds 2; Ripley 2; Saline 2; Scott 7; Shelby 1; St. Charles 151; Ste. Genevieve 6; St. Francois 15; St. Louis 864; St. Louis City 328; Stoddard 7; Stone 2; Taney 5; TBD 3; Texas 1; unknown 0; Warren 7; Webster 3; Worth 0; Wright 6
Saudi Arabia,Saudi Arabia,"2,179",29,420,"1,730",4/4/20 14:00
Wisconsin,USA,"2,128",60,0,"2,068",2020-04-05 03:00:00 * CTY: Adams 1; Ashland 1; Barron 3; Bayfield 3; Brown 27; Buffalo 2; Calumet 3; Chippewa 16; Clark 6; Columbia 19; Crawford 1; Dane 269; Dodge 14; Door 2; Douglas 7; Dunn 5; Eau Claire 17; Fond du Lac 36; Grant 2; Green 8; Iowa 3; Iron 1; Jackson 3; Jefferson 13; Juneau 5; Kenosha 93; La Crosse 21; Manitowoc 1; Marathon 11; Marinette 2; Marquette 2; Menominee 1; Milwaukee 1069; Monroe 5; Oconto 1; Oneida 3; Outagamie 20; Ozaukee 53; Pepin 0; Pierce 7; Portage 3; Racine 48; Richland 3; Rock 26; Rusk 1; Sauk 18; Shawano 1; Sheboygan 21; St. Croix 7; Trempealeau 1; unknown 0; Vilas 3; Walworth 16; Washington 55; Waukesha 147; Waupaca 2; Winnebago 18; Wood 2
Indonesia,Indonesia,"2,092",191,150,"1,751",4/4/20 11:00
Thailand,Thailand,"2,067",20,612,"1,435",4/4/20 11:00
