Place,Region,Confirmed,Deaths,Recovered,Active,Last Update
Florida,USA,"6,741",85,0,"6,656",2020-04-01 03:00:00 * CTY: Miami-Dade 2123; Broward 1219; Palm Beach 551; Orange 373; Hillsborough 305; Duval 207; Lee 206; Pinellas 167; Collier 146; Osceola 110; Seminole 103; Escambia 94; Alachua 87; Volusia 80; St. Johns 79; Sarasota 76; Polk 73; Lake 66; Manatee 53; Sumter 51; Santa Rosa 44; Clay 41; Pasco 40; Okaloosa 39; St. Lucie 38; Brevard 37; Indian River 33; Martin 28; Monroe 27; Leon 26; Marion 25; Charlotte 24; Hernando 24; Citrus 19; Walton 18; Flagler 18; Highlands 17; Putnam 13; Nassau 10; Baker 9; Bay 8; Desoto 7; Hendry 4; Columbia 3; Suwannee 3; Glades 3; unknown 2; Jackson 2; Levy 2; Bradford 2; Washington 1; Wakulla 1; Calhoun 1; Gadsden 1; Holmes 1; Union 1
Massachusetts,USA,"6,620",89,0,"6,531",2020-04-01 03:00:00 * CTY: Suffolk 1373; Middlesex 1340; Essex 784; Norfolk 738; Plymouth 459; Worcester 433; Hampden 354; unknown 333; Bristol 306; Barnstable 191; Berkshire 171; Hampshire 69; Franklin 61; Dukes and Nantucket 8
Illinois,USA,"5,998",100,0,"5,898",2020-04-01 03:00:00 * CTY: Cook 4496; Lake 389; DuPage 356; Will 228; Kane 128; McHenry 63; St. Clair 43; Kankakee 42; Champaign 26; Winnebago 19; Kendall 19; McLean 19; unknown 17; Madison 16; Sangamon 14; Christian 13; Rock Island 11; DeKalb 9; Peoria 8; Clinton 7; La Salle 5; Whiteside 5; Tazewell 4; Morgan 4; Grundy 4; Jackson 4; Randolph 3; Douglas 3; Stephenson 3; Woodford 3; Monroe 3; Livingston 3; Henry 2; Montgomery 2; Iroquois 2; Marion 2; Macon 2; Bond 2; Carroll 2; Adams 2; Bureau 1; Knox 1; Crawford 1; Franklin 1; Cumberland 1; Jo Daviess 1; Clark 1; Ford 1; Washington 1; Menard 1; Saline 1; Ogle 1; Marshall 1; Williamson 1; Fayette 1
Brazil,Brazil,"5,717",201,127,"5,389",2020-04-01 02:00:00 * States Acre 42 Amazonas 175 Amapá 10 Pará 32 Rondônia 8 Roraima 16 Tocantins 11 Alagoas 18 Bahia 213 Ceara 390 Maranhão 31 Paraíba 17 Pernambuco 87 Piauí 18 Rio Grande do Norte 82 Sergipe 19 Espírito Santo 84 Minas Gerais 275 Rio de Janeiro 708 São Paulo 2339 Distrito Federal 332 Goiás 65 Mato Grosso do Sul 48 Mato Grosso 25 Paraná 179 Rio Grande do Sul 274 Santa Catarina 219. Source: @HeidyBello
Washington,USA,"5,453",225,0,"5,228",2020-04-01 03:00:00 * CTY: King 2330; Snohomish 1229; Pierce 377; unknown 274; Yakima 161; Spokane 145; Whatcom 139; Skagit 128; Clark 116; Island 109; Benton 89; Kitsap 74; Grant 63; Thurston 48; Franklin 33; Chelan 17; Jefferson 17; Cowlitz 14; Adams 13; Lewis 10; Klickitat 9; Kittitas 9; Whitman 8; Clallam 8; Walla Walla 6; Douglas 5; Mason 5; San Juan 4; Stevens 4; Okanogan 3; Grays Harbor 2; Columbia 1; Lincoln 1; Skamania 1; Ferry 1
Israel,Israel,"5,358",20,224,"5,114",3/31/20 22:00
Louisiana,USA,"5,237",239,0,"4,998",2020-04-01 03:00:00 * CTY: Orleans 1834; Jefferson 1193; Caddo 242; East Baton Rouge 228; St. Tammany 220; Ascension 161; Lafayette 118; St. John the Baptist 104; St. James 77; Lafourche 74; St. Charles 71; St. Bernard 71; Calcasieu 65; Bossier 63; Rapides 58; Ouachita 57; Terrebonne 40; Acadia 39; Plaquemines 37; Iberia 36; Iberville 35; St. Martin 32; St. Landry 31; De Soto 30; Washington 28; Tangipahoa 25; Livingston 23; unknown 22; St. Mary 22; Assumption 20; Avoyelles 19; Webster 17; Allen 15; West Baton Rouge 13; Lincoln 12; Evangeline 10; East Feliciana 9; Union 9; Vermilion 8; Claiborne 8; Pointe Coupee 7; Bienville 6; Beauregard 5; Franklin 5; Jefferson Davis 5; West Feliciana 4; Jackson 3; Vernon 3; Concordia 3; Catahoula 3; La Salle 2; Sabine 2; Grant 2; Natchitoches 2; Morehouse 2; Richland 2; St. Helena 1; East Carroll 1; Madison 1; Red River 1; Winn 1
Pennsylvania,USA,"4,994",67,0,"4,927",2020-04-01 03:00:00 * CTY: Philadelphia 1315; Montgomery 570; Delaware 338; Allegheny 325; Bucks 319; Lehigh 272; Northampton 245; Monroe 236; Luzerne 212; Chester 159; Lancaster 123; Berks 110; Lackawanna 78; York 66; Westmoreland 61; Butler 60; Beaver 52; Pike 48; Dauphin 45; Schuylkill 38; Cumberland 36; Washington 33; Lebanon 28; Centre 26; Franklin 19; ​Carbon 17; Fayette 14; Erie 14; Lawrence 13; Wayne 10; Montour 9; Adams 9; Greene 9; Mercer 8; Bradford 7; Columbia 7; Lycoming 6; Indiana 6; ​Armstrong 5; Crawford 4; Union 4; ​Clearfield 4; Blair 4; Venango 3; Clarion 3; ​Juniata 3; Mifflin 2; Bedford 2; Potter 2; Snyder 2; ​Somerset 2; Tioga 2; Cambria 2; Susquehanna 1; Northumberland 1; Cameron 1; Huntingdon 1; Perry 1; Warren 1; Mckean 1
Norway,Norway,"4,641",39,13,"4,589",3/31/20 22:00
Australia,Australia,"4,559",18,358,"4,183",3/31/20 15:00
Sweden,Sweden,"4,435",180,16,"4,239",3/31/20 14:00
Georgia,USA,"4,117",125,0,"3,992",2020-04-01 03:00:00 * CTY: Fulton 599; Dougherty 466; DeKalb 360; Cobb 287; Gwinnett 242; unknown 183; Bartow 137; Carroll 123; Clayton 112; Lee 90; Henry 86; Cherokee 78; Hall 67; Clarke 51; Douglas 51; Floyd 50; Fayette 48; Forsyth 47; Rockdale 45; Coweta 41; Terrell 40; Richmond 40; Sumter 35; Mitchell 34; Early 32; Chatham 32; Paulding 31; Newton 31; Houston 30; Worth 28; Columbia 24; Lowndes 23; Bibb 20; Tift 20; Colquitt 20; Muscogee 19; Barrow 19; Troup 18; Glynn 17; Crisp 16; Oconee 16; Gordon 16; Polk 15; Spalding 15; Laurens 13; Coffee 11; Whitfield 10; Ware 10; Thomas 10; Walton 10; Dawson 10; Calhoun 9; Jackson 8; Butts 8; Burke 8; Dooly 8; Bryan 7; Greene 7; Lumpkin 7; Pickens 7; Peach 7; Decatur 7; Haralson 6; Seminole 6; Meriwether 6; Randolph 5; Liberty 5; Schley 5; Effingham 5; Fannin 5; Baldwin 5; Upson 5; Bacon 5; Clay 5; Murray 5; Monroe 5; Baker 4; Lincoln 4; Franklin 4; Hart 4; Camden 4; Stephens 4; Harris 4; Miller 4; Toombs 3; Warren 3; Pulaski 3; Turner 3; Banks 3; Ben Hill 3; Chattooga 3; White 3; Madison 3; Irwin 3; Lamar 3; Jones 3; Pierce 3; Catoosa 3; Mcduffie 3; Washington 2; Appling 2; Brooks 2; Rabun 2; Jefferson 2; Taylor 2; Tattnall 2; Morgan 2; Dodge 2; Wilkes 2; Jasper 2; Pike 2; Twiggs 2; Macon 2; Bulloch 2; Habersham 2; Webster 1; Wilkinson 1; Candler 1; Dade 1; Stewart 1; Grady 1; Wheeler 1; Johnson 1; Gilmer 1; Mcintosh 1; Chattahoochee 1; Heard 1; Cook 1; Wilcox 1; Screven 1; Long 1; Charlton 1; Jenkins 1; Oglethorpe 1; Emanuel 1; Berrien 1; Bleckley 1; Clinch 1; Talbot 1; Chambers 0; Jeff Davis 0
Texas,USA,"3,925",58,0,"3,867",2020-04-01 03:00:00 * CTY: Dallas 631; Harris--Houston 377; Harris--Non Houston 303; Tarrant 273; Travis 244; Bexar 207; Denton 206; Fort Bend 163; Collin 160; Galveston 106; Lubbock 100; Brazoria 95; Montgomery 93; Brazos 53; Williamson 50; El Paso 50; Hidalgo 46; Webb 45; Bell 44; McLennan 44; Wichita 38; Hays 38; Smith 36; Nueces 34; Matagorda 27; Cameron 26; Ellis 20; Jefferson 18; Midland 16; Victoria 15; Guadalupe 15; Taylor 14; Hardin 12; Ector 11; Comal 11; Randall 10; Bowie 9; Tom Green 9; Washington 9; Potter 8; Castro 8; Chambers 8; Johnson 8; El Paso--Fort Bliss 7; Calhoun 7; Grayson 7; Hockley 7; Kendall 7; DeWitt 6; Hood 6; Wharton 6; Bastrop 6; Val Verde 5; Rockwall 5; Angelina 5; Gregg 5; Erath 5; Orange 5; Terry 4; Parker 4; Eastland 4; Polk 4; Hunt 4; Wilson 3; Medina 3; Waller 3; Lamar 3; Navarro 3; Walker 3; Llano 3; Brown 3; Dawson 3; Burnet 3; Rusk 3; Kaufman 3; Grimes 3; Limestone 2; Colorado 2; Deaf Smith 2; Starr 2; Uvalde 2; Shelby 2; Cherokee 2; Cass 2; San Patricio 2; Austin 2; Robertson 2; Crane 2; Lynn 2; Upshur 2; Comanche 2; Nacogdoches 2; Oldham 2; Hopkins 2; Fayette 2; Van Zandt 2; Atascosa 2; Liberty 2; Milam 2; Willacy 2; Karnes 2; Jackson 1; Live Oak 1; Henderson 1; Martin 1; Young 1; Coryell 1; Gaines 1; Donley 1; Jasper 1; San Augustine 1; Burleson 1; Falls 1; Lamb 1; Gillespie 1; Franklin 1; Panola 1; San Jacinto 1; Kleberg 1; Hale 1; Hill 1; Harrison 1; Newton 1; Maverick 1; Fannin 1; Kerr 1; Morris 1; Anderson 1; Caldwell 1; Leon 1; Swisher 1; Blanco 1; Wise 1; Montague 1; Wood 1; Tyler 1; Moore 1; Lavaca 1; Aransas 0; Andrews 0
Czech Republic,Czech Republic,"3,308",31,45,"3,232",4/1/20 1:00
Ireland,Ireland,"3,235",71,5,"3,159",3/31/20 22:00
Connecticut,USA,"3,128",69,0,"3,059",2020-04-01 03:00:00 * CTY: Fairfield 1870; New Haven 517; Hartford 393; Litchfield 121; unknown 77; Middlesex 56; Tolland 56; New London 27; Windham 11
Colorado,USA,"2,968",69,0,"2,899",2020-04-01 03:00:00 * CTY: Denver 539; Arapahoe 333; Jefferson 304; El Paso 286; Weld 255; Eagle 227; Adams 181; Douglas 141; unknown 129; Boulder 107; Larimer 99; Gunnison 82; Garfield 33; Pitkin 30; La Plata 23; Pueblo 21; Broomfield 20; Summit 20; Chaffee 17; Routt 17; Mesa 16; Montrose 13; Teller 7; Logan 6; Rio Grande 5; Elbert 5; Clear Creek 4; Moffat 4; Morgan 4; Grand 4; San Miguel 4; Park 3; Baca 3; Otero 3; Costilla 3; Yuma 2; Fremont 2; Mineral 2; Kit Carson 2; Lake 1; Montezuma 1; Huerfano 1; Alamosa 1; Saguache 1; Phillips 1; Hinsdale 1; Lincoln 1; Archuleta 1; Washington 1; Crowley 1; Delta 1
Denmark,Denmark,"2,860",90,1,"2,769",3/31/20 18:00
Malaysia,Malaysia,"2,766",43,537,"2,186",3/31/20 11:00
Chile,Chile,"2,738",12,156,"2,570",2020-04-01 02:00:00 * Arica 6; Tarapaca 10; Antofagasta 35; Atacama 2; Coquimbo 28; Valparaiso 115; Metropolitana 1420; O'Higgins 23; Maule 62; Ñuble 245; Biobio 216; Araucania 302; Los Rios 58; Los Lagos 151; Aysen 2; Magallanes 63. Source: @SouthernVOID
Tennessee,USA,"2,391",23,0,"2,368",2020-04-01 03:00:00 * CTY: Davidson 541; Shelby 428; unknown 307; Out-of-state 190; Sumner 184; Williamson 131; Rutherford 68; Knox 66; Hamilton 50; Wilson 39; Robertson 28; Blount 25; Putnam 24; Tipton 21; Montgomery 19; Dickson 17; Maury 15; Washington 14; Sullivan 13; Fayette 12; Greene 12; Cumberland 11; Anderson 10; Bradley 10; Cheatham 10; Loudon 8; Sevier 8; Jefferson 6; Gibson 6; Carroll 5; Marion 5; Monroe 5; Madison 5; Franklin 5; Hawkins 4; Campbell 4; Dekalb 4; Trousdale 4; Grundy 4; Benton 4; Macon 4; McMinn 3; Dyer 3; Cannon 3; Giles 3; Chester 3; Hamblen 2; Perry 2; Bledsoe 2; Bedford 2; Lewis 2; Roane 2; Lawrence 2; Scott 2; Haywood 2; Johnson 2; Claiborne 2; Overton 2; Smith 2; Humphreys 2; Weakley 1; McNairy 1; Hardeman 1; Houston 1; Fentress 1; Marshall 1; Coffee 1; Morgan 1; Sequatchie 1; Cocke 1; Henry 1; Hardin 1; Rhea 1; Lincoln 1; Unicoi 1; Wayne 1; Union 1; Warren 1; Carter 1; Meigs 1; White 1; Obion 1; Decatur 0
Russia,Russia,"2,337",17,121,"2,199",3/31/20 11:00
Poland,Poland,"2,311",33,7,"2,271",3/31/20 19:00
Ecuador,Ecuador,"2,302",79,58,"2,165",4/1/20 1:00
Romania,Romania,"2,245",69,220,"1,956",3/31/20 11:00
Ohio,USA,"2,199",55,0,"2,144",2020-04-01 03:00:00 * CTY: Cuyahoga 527; Franklin 325; Mahoning 153; Lucas 133; Summit 131; Hamilton 124; Lorain 82; Medina 55; Miami 52; Trumbull 50; Stark 45; Lake 44; Delaware 42; Portage 38; Montgomery 37; Butler 36; Licking 25; Geauga 24; Warren 21; Columbiana 15; Wood 15; Fairfield 14; Darke 13; Pickaway 12; Jefferson 11; Clermont 10; Wayne 9; Belmont 9; Marion 8; Madison 7; Tuscarawas 7; Greene 6; Clark 6; Richland 6; Ashtabula 6; Defiance 5; Carroll 5; Crawford 5; Coshocton 5; Erie 5; Hancock 5; Shelby 5; Allen 5; Sandusky 4; Knox 4; Huron 4; Union 4; Clinton 3; Logan 3; Champaign 3; Athens 3; Washington 3; Seneca 3; Mercer 2; Brown 2; Ashland 2; Wyandot 2; Fulton 2; Ottawa 2; Ross 2; Muskingum 2; Auglaize 2; Holmes 1; Gallia 1; Lawrence 1; Preble 1; Fayette 1; Van Wert 1; Pike 1; Perry 1; Highland 1
Luxembourg,Luxembourg,"2,178",23,80,"2,075",3/31/20 18:00
Indiana,USA,"2,159",49,0,"2,110",2020-04-01 03:00:00 * CTY: Marion 964; Lake 146; Hamilton 127; Johnson 101; Hendricks 70; St. Joseph 49; Decatur 47; Madison 38; Franklin 35; Clark 33; Morgan 32; Ripley 31; Allen 30; Monroe 30; Hancock 26; Boone 22; Floyd 21; Porter 21; Elkhart 20; Vanderburgh 18; Delaware 18; Howard 16; Harrison 15; Shelby 15; Jennings 15; Tippecanoe 14; Dearborn 14; Bartholomew 13; Owen 11; Fayette 9; Lawrence 9; LaPorte 8; Jackson 8; Vigo 8; Jasper 8; Warrick 8; Putnam 7; Grant 7; Washington 6; Montgomery 6; Kosciusko 5; Tipton 4; Posey 4; Gibson 4; Rush 4; Randolph 3; Switzerland 3; Marshall 3; Miami 3; Brown 3; Orange 3; Dubois 3; White 2; Wells 2; Knox 2; Sullivan 2; Wayne 2; LaGrange 2; Greene 2; Warren 2; Whitley 2; Carroll 2; Huntington 2; Noble 2; DeKalb 1; Starke 1; Clay 1; Cass 1; Scott 1; Crawford 1; Newton 1; Steuben 1; Wabash 1; Jefferson 1; Verm. 1; Fountain 1; Henry 1; Adams 1; Fulton 1; Ohio 1; Clinton 1
Philippines,Philippines,"2,084",88,49,"1,947",3/31/20 11:00
Japan,Japan,"1,953",56,424,"1,473",3/31/20 1:00
Pakistan,Pakistan,"1,938",26,76,"1,836",3/31/20 22:00
Maryland,USA,"1,660",19,0,"1,641",2020-04-01 03:00:00 * CTY: Montgomery 388; Prince George's 341; Baltimore 227; Baltimore City 187; Anne Arundel 127; Howard 117; Carroll 92; Charles 40; Frederick 33; Harford 25; St. Mary's 15; Calvert 15; Cecil 14; Washington 11; Wicomico 7; Queen Anne's 4; Caroline 4; Kent 3; Garrett 3; Talbot 3; Worcester 3; Somerset 1
Thailand,Thailand,"1,651",10,342,"1,299",3/31/20 11:00
Saudi Arabia,Saudi Arabia,"1,563",10,165,"1,388",3/31/20 14:00
North Carolina,USA,"1,561",12,0,"1,549",2020-04-01 03:00:00 * CTY: Mecklenburg 420; Wake 193; Durham 125; Guilford 50; Cabarrus 47; Union 44; Forsyth 42; New Hanover 34; Orange 34; Northampton 30; Pitt 27; Gaston 27; Iredell 25; Rowan 24; Cumberland 24; Davidson 22; Buncombe 22; Harnett 18; Henderson 18; Randolph 17; Catawba 16; Chatham 16; Brunswick 16; Wilson 15; Johnston 14; Davie 12; Carteret 12; Nash 11; Franklin 11; Cherokee 9; Granville 9; Moore 8; Beaufort 7; Alamance 7; Onslow 7; McDowell 7; Bertie 6; Halifax 6; Cleveland 6; Burke 6; Watauga 6; Craven 6; Stanly 5; Wayne 5; Rutherford 5; Transylvania 5; Montgomery 5; Pasquotank 4; Vance 4; Polk 4; Columbus 4; Hertford 4; Lincoln 4; Hoke 4; Lee 3; Lenoir 3; Robeson 3; Yadkin 3; Caldwell 3; Greene 3; Martin 3; Edgecombe 3; Washington 2; Rockingham 2; Surry 2; Wilkes 2; Dare 2; Scotland 2; Person 2; Alexander 2; Alleghany 2; Pamlico 1; Duplin 1; Currituck 1; Jackson 1; Sampson 1; Anson 1; Mitchell 1; Perquimans 1; Caswell 1; Clay 1
Indonesia,Indonesia,"1,528",136,81,"1,311",3/31/20 11:00
Guangdong,Mainland China,"1,494",8,"1,356",130,3/31/20 10:00
Finland,Finland,"1,418",13,10,"1,395",3/31/20 11:00
Wisconsin,USA,"1,412",25,0,"1,387",2020-04-01 03:00:00 * CTY: Milwaukee 710; Dane 214; Waukesha 101; Ozaukee 43; Washington 40; Kenosha 37; Racine 26; Fond du Lac 22; La Crosse 19; Rock 16; Columbia 14; Sauk 13; Outagamie 12; Winnebago 11; Jefferson 11; Sheboygan 11; Eau Claire 11; Dodge 10; Brown 9; Chippewa 8; Pierce 7; Green 6; Walworth 6; Douglas 6; St. Croix 5; Vilas 3; Marathon 3; Dunn 3; Oneida 3; Iowa 3; Juneau 3; Clark 3; Grant 2; Wood 2; Monroe 2; Bayfield 2; Jackson 2; Marquette 2; Richland 2; Waupaca 1; Door 1; Calumet 1; Ashland 1; Marinette 1; Iron 1; Oconto 1; Buffalo 1; Portage 1
Missouri,USA,"1,407",15,0,"1,392",2020-04-01 03:00:00 * CTY: St. Louis 492; St. Louis City 195; Kansas City 119; Jackson 77; St. Charles 71; Boone 66; Greene 50; Jefferson 30; Cole 25; Johnson 19; Lafayette 19; Clay 16; Cape Girardeau 15; Callaway 14; Cass 14; Perry 14; Franklin 13; Christian 12; Camden 12; Platte 9; Pulaski 7; Lincoln 7; Scott 6; Dunklin 6; Jasper 5; Buchanan 5; Newton 5; Cedar 5; St. Francois 5; Warren 5; Chariton 4; Carter 4; Clinton 4; Wright 4; Stoddard 3; Macon 3; Taney 2; Montgomery 2; Randolph 2; Reynolds 2; Ripley 2; Ste. Genevieve 2; Adair 2; Webster 2; McDonald 2; Joplin 2; Cooper 2; Pemiscot 2; Benton 2; Moniteau 2; Bollinger 1; Crawford 1; Pike 1; Morgan 1; Pettis 1; Texas 1; Henry 1; Atchison 1; Ray 1; TBD 1; Osage 1; Stone 1; Harrison 1; Ralls 1; Shelby 1; Bates 1; Maries 1; Livingston 1; Barry 1
South Africa,South Africa,"1,353",3,31,"1,319",3/31/20 18:00
Greece,Greece,"1,314",49,52,"1,213",2020-03-31 18:00:00 * Attica 784; Aegean Islands 9; Thrace 24; Macedonia 122; Epirus 7; Thessaly 14; Peloponesse 78; Dodecanese 2; Central Greece 6; Crete 12; Ionian Islands 7; Cyclades 1; Undefined Location 248. Source: @bikerboyGR
Arizona,USA,"1,289",24,0,"1,265",2020-04-01 03:00:00 * CTY: Maricopa 788; Pima 202; Navajo 91; Coconino 81; Pinal 62; Yavapai 21; Apache 16; Yuma 9; Mohave 7; Cochise 4; La Paz 2; Graham 2; Santa Cruz 2; Gila 1; Greenlee 1
Henan,Mainland China,"1,276",22,"1,251",3,3/29/20 2:00
Zhejiang,Mainland China,"1,257",1,"1,226",30,3/31/20 2:00
Virginia,USA,"1,250",27,0,"1,223",2020-04-01 03:00:00 * CTY: Fairfax 244; Arlington 104; Prince William 94; James City 89; Loudoun 87; Virginia Beach 65; Henrico 62; Chesterfield 43; Alexandria 30; Norfolk 27; Richmond City 26; Stafford 24; Chesapeake 23; Newport News 23; Albemarle 21; York 14; Charlottesville 14; Hampton 13; Frederick 12; Portsmouth 12; Louisa 9; Williamsburg 8; Manassas City 8; Accomack 7; Gloucester 7; Shenandoah 7; Spotsylvania 7; Goochland 7; Prince George 7; Fauquier 7; Hanover 6; Roanoke City 6; Harrisonburg 6; Franklin 5; Rockingham 5; Lynchburg 5; Botetourt 5; Hopewell 4; Isle of Wight 4; Mecklenburg 4; Suffolk 4; Danville 4; Powhatan 4; Fluvanna 3; Culpeper 3; Greensville 3; Northumberland 3; Amherst 3; Roanoke 3; Madison 3; Winchester 3; Warren 3; King George 3; Washington 2; Rockbridge 2; Buckingham 2; Mathews 2; Petersburg 2; Tazewell 2; Poquoson 2; Lee 2; Bedford 2; Waynesboro 2; Amelia 2; Prince Edward 2; Orange 2; Nelson 2; Northampton 1; Alleghany 1; Manassas Park 1; Galax 1; Fredericksburg 1; Pittsylvania 1; Radford 1; Southampton 1; Bristol 1; Page 1; Nottoway 1; Fairfax City 1; Franklin City 1; Montgomery 1; Halifax 1; Greene 1; Charke 1; King William 1; Charles City 1; King and Queen 1; Carroll 1; Henry 1; Surry 1; Smyth 1; Campbell 1; New Kent 1; Wythe 1; Lancaster 1; Brunswick 1
Panama,Panama,"1,181",30,9,"1,142",4/1/20 1:00
Nevada,USA,"1,138",26,0,"1,112",2020-04-01 03:00:00 * CTY: Clark 869; Washoe 143; unknown 102; Douglas 6; Elko 5; Carson City 5; Nye 3; Humboldt 3; White Pine 1; Lyon 1
Iceland,Iceland,"1,135",2,157,976,3/31/20 14:00
Dominican Republic,Dominican Republic,"1,109",51,5,"1,053",3/31/20 18:00
Mexico,Mexico,"1,094",28,35,"1,031",3/31/20 11:00
South Carolina,USA,"1,083",22,0,"1,061",2020-04-01 03:00:00 * CTY: Richland 148; Charleston 142; Greenville 106; Kershaw 105; Beaufort 91; York 56; Lexington 54; Anderson 39; Sumter 39; Spartanburg 37; Horry 37; Clarendon 25; Orangeburg 22; Florence 19; Dorchester 17; Lancaster 15; Berkeley 15; Pickens 14; Aiken 13; Georgetown 13; Darlington 11; Chesterfield 6; Fairfield 6; Colleton 5; Greenwood 5; Lee 5; Oconee 5; Abbeville 4; Jasper 3; Laurens 3; Union 3; Calhoun 3; Edgefield 2; Marlboro 2; Marion 2; Chester 2; Bamberg 2; Newberry 2; Williamsburg 2; Barnwell 1; Saluda 1; Dillon 1
