Place,Region,Confirmed,Deaths,Recovered,Active,Last Update
Canada,Canada,"2,792",27,185,"2,580",2020-03-25 01:00:00 * Completed Tests: 111137; Tests in Progress 13247; Provinces: Ontario 588; British Columbia 617; Alberta 358; Quebec 1013; Manitoba 21; Saskatchewan 72; Nova Scotia 51; New Brunswick 18; PEI 3; Newfoundland 35; Yukon 2; Northwest Territories 1; Repatriated CDN 13
California,USA,"2,628",54,0,"2,574",2020-03-25 03:00:00 * CTY: Los Angeles 669; Santa Clara 375; San Diego 238; San Mateo 161; San Francisco 152; Orange 152; Alameda 135; Sacramento 88; Contra Costa 86; San Joaquin 60; Riverside 57; Marin 53; San Luis Obispo 42; Ventura 39; San Bernardino 38; Sonoma 34; Placer 26; Santa Barbara 24; Santa Cruz 24; Solano 24; Monterey 24; Tulare 17; Fresno 16; Kern 15; Stanislaus 11; Yolo 10; Imperial 9; San Benito 7; Madera 6; Humboldt 5; Butte 4; Nevada 4; El Dorado 3; Shasta 3; Yuba 3; Siskiyou 3; Napa 2; Amador 2; Mendocino 2; Mono 2; Calaveras 2; Merced 1
Washington,USA,"2,472",125,0,"2,347",2020-03-25 03:00:00 * CTY: King 1277; Snohomish 614; Pierce 138; Whatcom 64; unknown 51; Skagit 48; Yakima 47; Island 38; Spokane 33; Grant 27; Kitsap 20; Kittitas 18; Clark 16; Thurston 14; Benton 12; Chelan 10; Jefferson 9; Franklin 7; Klickitat 6; Clallam 4; Cowlitz 3; Douglas 2; Walla Walla 2; Lewis 2; Mason 2; Whitman 2; Stevens 1; Grays Harbor 1; Adams 1; Columbia 1; San Juan 1; Lincoln 1
Portugal,Portugal,"2,362",33,22,"2,307",3/24/20 18:00
Sweden,Sweden,"2,286",36,16,"2,234",3/24/20 18:00
Brazil,Brazil,"2,201",46,2,"2,153",2020-03-25 02:00:00 * States Acre 17 Amazonas 47 Amapá 1 Pará 5 Rondônia 3 Roraima 2 Tocantins 7 Alagoas 7 Bahia 76 Ceara 182 Maranhão 8 Paraíba 3 Pernambuco 42 Piauí 6 Rio Grande do Norte 13 Sergipe 15 Espírito Santo 33 Minas Gerais 130 Rio de Janeiro 305 São Paulo 810 Distrito Federal 160 Goiás 27 Mato Grosso do Sul 23 Mato Grosso 7 Paraná 65 Santa Catarina 107 Rio Grande do Sul 98. Source: @HeidyBello
Australia,Australia,"2,044",8,119,"1,917",3/24/20 11:00
Israel,Israel,"1,930",3,53,"1,874",3/24/20 22:00
Turkey,Turkey,"1,872",44,0,"1,828",3/24/20 22:00
Michigan,USA,"1,795",24,0,"1,771",2020-03-25 03:00:00 * CTY: Wayne 876; Oakland 428; Macomb 225; Washtenaw 50; Genesee 34; Kent 31; Ottawa 15; Ingham 15; Livingston 13; Monroe 12; Saginaw 8; Berrien 8; St. Clair 8; Jackson 6; Out of State 6; Clinton 5; Otsego 5; Midland 5; Calhoun 4; Grand Traverse 3; Eaton 3; Muskegon 3; Kalamazoo 3; Charlevoix 3; Newaygo 2; Emmet 2; Gladwin 2; Bay 2; Isabella 2; Not Reported 2; Barry 1; Allegan 1; Marquette 1; Tuscola 1; Hillsdale 1; Lapeer 1; Wexford 1; Leelanau 1; Kalkaska 1; Roscommon 1; Manistee 1; Montcalm 1; Clare 1; Chippewa 1
Denmark,Denmark,"1,718",32,36,"1,650",3/24/20 22:00
Malaysia,Malaysia,"1,624",16,183,"1,425",3/24/20 20:00
Illinois,USA,"1,537",16,0,"1,521",2020-03-25 03:00:00 * CTY: Cook 1194; Lake 111; DuPage 103; Will 28; Kane 24; McHenry 14; McLean 7; St. Clair 7; Winnebago 5; Sangamon 5; Champaign 4; Kankakee 4; Kendall 4; Peoria 3; LaSalle 3; Woodford 3; Clinton 3; Madison 2; Livingston 1; Monroe 1; Christian 1; Cumberland 1; Rock Island 1; Jackson 1; Jo Daviess 1; DeKalb 1; Washington 1; Adams 1; Whiteside 1; Grundy 1; Stephenson 1
Florida,USA,"1,467",23,0,"1,444",2020-03-25 03:00:00 * CTY: Miami-Dade 367; Broward 312; Palm Beach 104; Hillsborough 95; Orange 52; Duval 50; Pinellas 45; Collier 41; Alachua 37; Lee 34; Sarasota 26; Osceola 26; Seminole 25; St. Johns 24; Volusia 19; Manatee 16; Pasco 16; Okaloosa 14; Lake 14; Polk 13; Escambia 13; Indian River 12; Clay 10; Sumter 10; Walton 10; Brevard 9; Citrus 9; Leon 8; Hernando 7; Santa Rosa 6; St. Lucie 6; Martin 4; Highlands 4; Marion 4; Baker 4; Flagler 4; Columbia 3; Monroe 3; Charlotte 3; Putnam 2; Bradford 1; Gadsden 1; Bay 1; Jackson 1; Desoto 1; Nassau 1
Guangdong,Mainland China,"1,428",8,"1,333",87,3/24/20 3:00
Czech Republic,Czech Republic,"1,394",3,10,"1,381",3/24/20 22:00
Louisiana,USA,"1,388",46,0,"1,342",2020-03-25 03:00:00 * CTY: Orleans 675; Jefferson 293; East Baton Rouge 58; St. Tammany 52; Caddo 40; Ascension 36; St. John the Baptist 21; St. Bernard 19; Lafourche 16; St. Charles 15; Iberville 14; Terrebonne 14; unknown 12; Lafayette 12; Bossier 12; Rapides 10; St. James 9; Plaquemines 8; Ouachita 7; Livingston 6; De Soto 6; Calcasieu 5; West Baton Rouge 5; Tangipahoa 4; Webster 3; Washington 3; Avoyelles 3; St. Landry 3; Assumption 2; Allen 2; Lincoln 2; Natchitoches 2; Vernon 2; Beauregard 2; Iberia 2; St. Mary 2; Claiborne 2; Acadia 2; Evangeline 2; Catahoula 1; Grant 1; St. Martin 1; Bienville 1; Richland 1
Ireland,Ireland,"1,329",7,5,"1,317",3/24/20 22:00
Henan,Mainland China,"1,274",22,"1,250",2,3/23/20 2:00
Zhejiang,Mainland China,"1,240",1,"1,221",18,3/24/20 4:00
Japan,Japan,"1,193",43,285,865,3/24/20 20:00
Massachusetts,USA,"1,159",11,0,"1,148",2020-03-25 03:00:00 * CTY: Middlesex 304; Suffolk 234; Norfolk 129; Essex 118; unknown 85; Worcester 73; Plymouth 64; Barnstable 40; Berkshire 37; Bristol 31; Hampden 24; Franklin 10; Hampshire 8; Dukes and Nantucket 2
Luxembourg,Luxembourg,"1,099",8,6,"1,085",3/24/20 18:00
Georgia,USA,"1,097",38,0,"1,059",2020-03-25 03:00:00 * CTY: Fulton 191; DeKalb 107; Dougherty 101; Cobb 90; unknown 77; Bartow 76; Gwinnett 46; Cherokee 30; Carroll 26; Lee 24; Clayton 21; Clarke 17; Hall 16; Henry 13; Floyd 12; Douglas 12; Fayette 12; Richmond 11; Lowndes 11; Coweta 10; Forsyth 8; Polk 8; Rockdale 8; Gordon 8; Chatham 7; Paulding 6; Laurens 6; Troup 6; Newton 6; Columbia 6; Spalding 5; Houston 5; Oconee 5; Glynn 5; Early 5; Pickens 4; Worth 4; Tift 4; Muscogee 4; Bibb 4; Mitchell 4; Sumter 4; Monroe 3; Lumpkin 3; Terrell 3; Lamar 3; Crisp 3; Effingham 3; Peach 3; Baker 3; Baldwin 2; Butts 2; Bryan 2; Barrow 2; Stephens 2; Coffee 2; Colquitt 2; Whitfield 2; Seminole 2; Ben Hill 1; Fannin 1; Miller 1; Morgan 1; Irwin 1; Madison 1; Jasper 1; Dawson 1; Walton 1; Meriwether 1; Tattnall 1; Clinch 1; Harris 1; Randolph 1; Twiggs 1; Catoosa 1; Washington 1; Charlton 1; Macon 1; Liberty 1; Lincoln 1; Pierce 1; Chattooga 1; Burke 1; Pulaski 1; Camden 1; Heard 1; Telfair 1; Turner 1; Greene 1
Ecuador,Ecuador,"1,082",27,3,"1,052",3/25/20 0:00
Texas,USA,"1,027",13,0,"1,014",2020-03-25 03:00:00 * CTY: Dallas 169; Harris 134; Travis 98; Tarrant 71; Bexar 69; Collin 53; Denton 51; Fort Bend 46; Brazoria 28; McLennan 24; Montgomery 23; Galveston 22; Bell 18; El Paso 16; Brazos 16; Williamson 14; Smith 14; Lubbock 13; Nueces 10; Wichita 8; Hays 7; Ellis 7; Jefferson 6; Matagorda 6; Cameron 6; Comal 5; Hidalgo 5; Webb 5; Hockley 5; Guadalupe 4; Johnson 3; Potter 3; Victoria 3; Midland 3; Wharton 3; Brown 2; Kaufman 2; Grayson 2; Castro 2; Grimes 2; Randall 2; Hardin 2; Rusk 2; DeWitt 2; Atascosa 2; Milam 2; Oldham 1; Robertson 1; Hunt 1; Hopkins 1; Fayette 1; Lavaca 1; Gregg 1; Crane 1; Gaines 1; Bowie 1; Burnet 1; Fannin 1; Morris 1; Terry 1; Bastrop 1; Coryell 1; Van Zandt 1; Orange 1; Erath 1; Limestone 1; Liberty 1; Eastland 1; Cass 1; Falls 1; Medina 1; Kendall 1; Blanco 1; Llano 1; Deaf Smith 1; Waller 1; Lamar 1; Chambers 1; Parker 1; Walker 1; Hale 1; Maverick 1; Tom Green 1
Hunan,Mainland China,"1,018",4,"1,014",0,3/22/20 18:00
Anhui,Mainland China,990,6,984,0,3/9/20 1:00
Pakistan,Pakistan,972,7,18,947,3/24/20 20:00
Pennsylvania,USA,946,8,0,938,2020-03-25 03:00:00 * CTY: Philadelphia 252; Montgomery 159; Delaware 84; Bucks 69; Allegheny 58; Monroe 45; Chester 40; Northampton 33; Lehigh 27; Luzerne 21; York 18; Berks 16; Lackawanna 15; Cumberland 13; Westmoreland 11; Lancaster 10; Washington 9; Centre 7; Butler 6; Adams 6; Erie 5; Schuylkill 5; Wayne 4; Pike 4; Dauphin 4; Beaver 3; Montour 3; Franklin 3; Lebanon 3; Mercer 2; Fayette 2; Columbia 1; Potter 1; ​Clearfield 1; ​Somerset 1; ​Juniata 1; ​Bradford 1; ​Armstrong 1; Cambria 1; ​Carbon 1
Jiangxi,Mainland China,936,1,934,1,3/22/20 18:00
Chile,Chile,922,2,17,903,2020-03-24 15:00:00 * Arica 2; Tarapaca 4; Antofagasta 13; Atacama 1; Coquimbo 11; Valparaiso 25; Metropolitana 540; O'Higgins 9; Maule 29; Ñuble 105; Biobio 73; Araucania 59; Los Rios 6; Los Lagos 36; Aysen 1; Magallanes 8. Source: @SouthernVOID
Colorado,USA,912,11,0,901,2020-03-25 03:00:00 * CTY: Denver 176; El Paso 106; Eagle 96; Weld 76; Jefferson 73; Arapahoe 69; Douglas 53; Boulder 49; Larimer 43; Gunnison 40; Adams 27; Pitkin 18; unknown 18; Garfield 10; Summit 10; Mesa 5; Broomfield 5; Routt 4; Pueblo 3; Montrose 3; Morgan 3; Elbert 3; Clear Creek 3; Teller 3; Chaffee 3; Grand 2; Logan 2; Park 1; La Plata 1; Delta 1; Huerfano 1; Fremont 1; Yuma 1; Crowley 1; Hinsdale 1; San Miguel 1
Poland,Poland,901,10,1,890,3/24/20 22:00
Thailand,Thailand,827,4,52,771,3/24/20 11:00
Romania,Romania,794,11,79,704,3/24/20 22:00
Finland,Finland,792,1,10,781,3/24/20 14:00
Tennessee,USA,780,2,0,778,2020-03-25 03:00:00 * CTY: Davidson 253; Shelby 135; Out-of-state 95; Williamson 64; unknown 38; Sumner 34; Hamilton 15; Knox 15; Rutherford 13; Robertson 12; Putnam 8; Washington 7; Wilson 7; Montgomery 6; Maury 6; Tipton 6; Greene 5; Cheatham 5; Dickson 5; Jefferson 4; Cumberland 3; Blount 3; Carroll 3; Hamblen 2; Loudon 2; Campbell 2; Dyer 2; Gibson 2; Bradley 2; Sevier 2; McMinn 2; Fayette 2; Sullivan 2; Monroe 2; Roane 1; Houston 1; Scott 1; Grundy 1; Franklin 1; Marion 1; Claiborne 1; Overton 1; Cocke 1; Madison 1; Dekalb 1; Perry 1; Lincoln 1; Anderson 1; Hardin 1; Chester 1; Weakley 0
Shandong,Mainland China,768,7,752,9,3/23/20 11:00
Saudi Arabia,Saudi Arabia,767,1,28,738,3/24/20 14:00
Greece,Greece,743,20,32,691,2020-03-24 18:00:00 * Provinces: Attica 292; Aegean Islands 1; Thrace 9; Macedonia 42; Epirus 3; Thessaly 10; Peloponesse 59; Dodecanese 1; Central Greece 2; Crete 5; Ionian Islands 5; Undefined Location 314. Source: @bikerboyGR
Others,Japan (Diamond Princess),706,6,10,690,3/3/20 3:00
Indonesia,Indonesia,686,55,30,601,3/24/20 11:00
Iceland,Iceland,648,2,51,595,3/24/20 14:00
Jiangsu,Mainland China,636,0,631,5,3/24/20 4:00
Connecticut,USA,618,12,0,606,2020-03-25 03:00:00 * CTY: Fairfield 384; New Haven 89; Hartford 88; Litchfield 22; Tolland 19; Middlesex 8; New London 6; Windham 2
Chongqing,Mainland China,578,6,570,2,3/24/20 0:00
Ohio,USA,567,8,0,559,2020-03-25 03:00:00 * CTY: Cuyahoga 167; Franklin 75; Hamilton 38; Summit 36; Lorain 30; Mahoning 28; Miami 19; Butler 18; Medina 15; Lucas 13; Stark 13; Lake 11; Delaware 11; Montgomery 10; Warren 7; Clermont 5; Geauga 5; Trumbull 4; Portage 4; Marion 4; Richland 4; Coshocton 3; Ashtabula 3; Columbiana 3; Tuscarawas 3; Carroll 3; Greene 3; Logan 2; Defiance 2; Clark 2; Licking 2; Union 2; Huron 2; Belmont 2; Fairfield 2; Wood 2; Washington 1; Sandusky 1; Gallia 1; Crawford 1; Madison 1; Darke 1; Erie 1; Ashland 1; Seneca 1; Clinton 1; Hancock 1; Champaign 1; Highland 1; Knox 1
Beijing,Mainland China,558,8,401,149,3/24/20 8:00
Singapore,Singapore,558,2,156,400,3/24/20 14:00
South Africa,South Africa,554,0,4,550,3/24/20 11:00
Philippines,Philippines,552,35,20,497,3/24/20 14:00
Sichuan,Mainland China,545,3,536,6,3/24/20 2:00
India,India,537,10,34,493,2020-03-24 15:00:00 * Maharashtra 101; Kerala 95; Karnataka 41; Telangana 35; Rajasthan 33; Uttar Pradesh 33; Gujarat 33; Delhi 31; Punjab 29; Haryana 28; Tamil Nadu 15; Ladakh 13; West Bengal 9; Andhra Pradesh 8; Chandigarh 7; Madhya Pradesh 7; Jammu and Kashmir 4; Uttarakhand 4; Himachal Pradesh 3; Bihar 3; Odisha 2; Puducherry 1; Chhattisgarh 1; Manipur 1
Qatar,Qatar,526,0,41,485,3/24/20 20:00
North Carolina,USA,512,0,0,512,2020-03-25 03:00:00 * CTY: Mecklenburg 142; Durham 74; Wake 73; Union 18; Guilford 16; Forsyth 14; Cabarrus 12; Buncombe 12; Brunswick 10; New Hanover 9; Iredell 9; Harnett 9; Orange 6; Pitt 6; Cumberland 5; Rowan 5; Carteret 5; Johnston 4; Cherokee 4; Wilson 4; Franklin 4; Catawba 4; Nash 4; Onslow 3; Craven 3; Bertie 3; Chatham 3; Watauga 3; Alamance 3; Randolph 3; Davidson 3; Gaston 3; Henderson 2; Robeson 2; Beaufort 2; Vance 2; Hoke 2; McDowell 2; Wayne 2; Moore 2; Scotland 1; Chowan 1; Lenoir 1; Person 1; Caldwell 1; Lincoln 1; Duplin 1; Hyde 1; Burke 1; Northampton 1; Lee 1; Jackson 1; Stanley 1; Granville 1; Transylvania 1; Pasquotank 1; Montgomery 1; Hertford 1; Davie 1; Sampson 1
Russia,Russia,495,1,22,472,3/24/20 14:00
Heilongjiang,Mainland China,484,13,468,3,3/24/20 1:00
Wisconsin,USA,481,5,0,476,2020-03-25 03:00:00 * CTY: Milwaukee 243; Dane 72; Waukesha 31; Fond du Lac 18; Washington 17; Ozaukee 16; Kenosha 13; Sheboygan 6; Racine 5; Winnebago 5; Columbia 5; La Crosse 5; Douglas 4; Eau Claire 4; Jefferson 4; St. Croix 4; Sauk 4; Walworth 4; Pierce 3; Brown 3; Rock 3; Outagamie 2; Dodge 2; Marathon 1; Calumet 1; Dunn 1; Green 1; Bayfield 1; Iowa 1; Chippewa 1; Wood 1
Slovenia,Slovenia,480,4,3,473,3/24/20 14:00
Peru,Peru,416,7,4,405,2020-03-25 01:00:00 * Lima 322; Piura 19; Loreto 16; Junín 10; Arequipa 9; Callao 8; Lambayeque 8; Cusco 6; La Libertad 5; Ancash 4; Tumbes 3; Huanuco 2; Ica 2; Madre de Dios 1; San Martin 1. Source: @SouthernVOID
Shanghai,Mainland China,414,4,330,80,3/24/20 9:00
Egypt,Egypt,402,20,80,302,3/24/20 20:00
Bahrain,Bahrain,392,3,177,212,3/24/20 20:00
Argentina,Argentina,387,6,51,330,2020-03-25 01:00:00 * CABA 147; Buenos Aires 102; Chaco 41; Cordoba 34; Santa Fe 20; Tierra del Fuego 10; Tucuman 7; Entre Rios 5; Mendoza 5; Rio Negro 4; Neuquen 3. Source: @SouthernVOID
Hong Kong,Hong Kong,386,4,101,281,3/24/20 10:00
Croatia,Croatia,382,1,5,376,3/24/20 18:00
Colombia,Colombia,378,3,6,369,2020-03-25 02:00:00 * Bogotá D.C. 120 Cundinamarca 21 Antioquia 52 Valle del Cauca 66 Bolívar 21 Atlántico 9 Magdalena 4 Cesar 2 Norte de Santander 11 Santander 3 Cauca 3 Caldas 9 Risaralda 17 Quindío 8 Huila 14 Tolima 8 Meta 7 Casanare 1 San Andrés y Providencia 1 Nariño 1. Source: @HeidyBello
Estonia,Estonia,369,0,7,362,3/24/20 11:00
Indiana,USA,369,12,0,357,2020-03-25 03:00:00 * CTY: Marion 161; Hamilton 25; Johnson 18; St. Joseph 18; Lake 17; Hendricks 13; Franklin 7; Allen 7; Decatur 6; Ripley 6; Howard 6; Floyd 6; Bartholomew 5; Clark 5; Hancock 4; Elkhart 4; Delaware 4; Tippecanoe 4; Morgan 3; Vigo 3; Grant 3; Madison 3; Boone 3; Monroe 3; Fayette 2; Tipton 2; Owen 2; Starke 2; Washington 2; Dearborn 2; Jennings 2; LaPorte 2; Gibson 2; Greene 1; Porter 1; Scott 1; Dubois 1; Brown 1; Jackson 1; Warrick 1; Montgomery 1; Putnam 1; Adams 1; Shelby 1; Miami 1; Lawrence 1; Vanderburgh 1; Noble 1; Ohio 1; Wells 1
Mexico,Mexico,367,4,4,359,3/24/20 11:00
Maryland,USA,352,4,0,348,2020-03-25 03:00:00 * CTY: Montgomery 107; Prince George's 63; Baltimore 42; Baltimore City 41; Howard 30; Anne Arundel 24; Carroll 5; Charles 5; Harford 5; Frederick 4; Washington 4; Wicomico 4; Cecil 3; Calvert 3; Garrett 3; St. Mary's 2; Worcester 2; Caroline 1; Somerset 1; unknown 1; Talbot 1; Queen Anne's 1
Panama,Panama,345,6,1,338,3/24/20 11:00
South Carolina,USA,342,7,0,335,2020-03-25 03:00:00 * CTY: Kershaw 58; Richland 45; Greenville 39; Charleston 36; Beaufort 22; Horry 19; Lexington 19; Anderson 16; York 11; Darlington 8; Sumter 8; Orangeburg 8; Lancaster 7; Florence 5; Clarendon 5; Berkeley 4; Spartanburg 4; Dorchester 3; Aiken 2; Greenwood 2; Jasper 2; Fairfield 2; Georgetown 2; Lee 2; Oconee 2; Calhoun 1; Pickens 1; Marlboro 1; Dillon 1; Chesterfield 1; Chester 1; Abbeville 1; Colleton 1; Saluda 1; Edgefield 1; Newberry 1
Arizona,USA,326,6,0,320,2020-03-25 03:00:00 * CTY: Maricopa 199; Pima 42; Navajo 32; Pinal 22; Coconino 18; Apache 4; Yavapai 3; Graham 2; Yuma 2; Cochise 1; Santa Cruz 1
Mississippi,USA,320,1,0,319,2020-03-25 03:00:00 * CTY: Hinds 31; DeSoto 29; Harrison 24; Madison 14; Forrest 14; Pearl River 13; Rankin 13; Lee 12; Tippah 11; Coahoma 11; Jackson 10; Leflore 10; Lafayette 8; Pike 7; Chickasaw 6; Lowndes 6; Holmes 6; Oktibbeha 5; Hancock 5; Copiah 5; Washington 5; Wilkinson 4; Bolivar 4; Lincoln 4; Monroe 3; Sunflower 3; Franklin 3; Yazoo 3; Marshall 3; Tunica 3; Attala 3; Itawamba 3; Lawrence 2; Walthall 2; Grenada 2; Pontotoc 2; Montgomery 2; Winston 2; Lamar 2; Webster 2; Panola 2; Scott 2; Tallahatchie 2; Leake 2; Adams 2; Simpson 1; Union 1; Humphreys 1; Perry 1; Marion 1; Choctaw 1; Smith 1; Jones 1; Noxubee 1; George 1; Newton 1; Clay 1; Tate 1
Hebei,Mainland China,319,6,310,3,3/22/20 18:00
Fujian,Mainland China,318,1,295,22,3/24/20 2:00
Lebanon,Lebanon,318,4,8,306,3/24/20 20:00
Iraq,Iraq,316,27,75,214,3/24/20 14:00
Dominican Republic,Dominican Republic,312,6,3,303,3/24/20 18:00
Virginia,USA,304,9,0,295,2020-03-25 03:00:00 * CTY: Fairfax 46; James City 37; Arlington 36; Prince William 23; Loudoun 18; Virginia Beach 17; Henrico 14; Richmond City 11; Chesterfield 10; Alexandria 8; Stafford 6; York 6; Williamsburg 5; Norfolk 5; Charlottesville 5; Albemarle 4; Portsmouth City 3; Newport News 3; Louisa 3; Bedford 3; Rockingham 3; Goochland 3; Culpeper 2; Gloucester 2; Prince Edward 2; Rockbridge 2; Spotsylvania 2; Mecklenburg 2; Isle of Wight 2; Accomack 2; Lynchburg 2; Lee 2; Radford 1; Suffolk 1; Fluvanna 1; Franklin 1; Danville 1; Chesapeake 1; Harrisonburg 1; Hanover 1; Madison 1; Orange 1; Nelson 1; Charles City 1; Amherst 1; Halifax 1; Botetourt 1
Serbia,Serbia,303,3,15,285,3/24/20 18:00
Utah,USA,298,1,0,297,2020-03-25 03:00:00 * CTY: Salt Lake 124; Summit 82; Davis 31; Wasatch 15; Non-Utah resident 13; Utah 13; Weber-Morgan 9; Southwest Utah 5; Cache 3; Tooele 2; Box Elder 1
Nevada,USA,285,6,0,279,2020-03-25 03:00:00 * CTY: Clark 213; Washoe 50; unknown 15; Elko  2; Carson City 2; Douglas 2; Nye 1
Missouri,USA,278,8,0,270,2020-03-25 03:00:00 * CTY: St. Louis 100; St. Louis City 37; Kansas City 21; Boone 20; Greene 19; Jackson 15; St. Charles 11; unknown 8; Cass 6; Cole 5; Clay 4; Jefferson 4; Pulaski 4; St. Francois 2; Perry 2; Callaway 2; Platte 2; Camden 1; Johnson 1; Adair 1; Bates 1; Pemiscot 1; Randolph 1; Christian 1; Lafayette 1; Clinton 1; Moniteau 1; Taney 1; Henry 1; Dunklin 1; Franklin 1; Scott 1; Jasper 1
Algeria,Algeria,264,19,24,221,3/24/20 20:00
Minnesota,USA,262,1,0,261,2020-03-25 03:00:00 * CTY: Hennepin 103; Ramsey 26; Dakota 21; Olmsted 18; Washington 10; Carver 8; Martin 8; Anoka 7; Mower 6; Blue earth 5; Stearns 5; Scott 5; Steele 5; Le Sueur 5; Nicollet 3; Dodge 3; Filmore 3; Wright 3; Clay 3; Chisago 2; Rice 2; St. Louis 2; Renville 1; Wabasha 1; Sherburne 1; Lac Qui Parle 1; Cass 1; Jackson 1; Benton 1; Waseca 1; Big Stone 1
Guangxi,Mainland China,254,2,295,-43,3/22/20 18:00
Shaanxi,Mainland China,249,3,240,6,3/24/20 3:00
Armenia,Armenia,249,0,14,235,3/25/20 0:00
United Arab Emirates,United Arab Emirates,248,2,45,201,3/24/20 18:00
Alabama,USA,242,0,0,242,2020-03-25 03:00:00 * CTY: Jefferson 91; Shelby 27; Lee 26; Madison 21; Tuscaloosa 10; Montgomery 9; Elmore 8; Mobile 6; Chambers 5; Walker 5; Limestone 4; St. Clair 4; Baldwin 4; Cullman 3; Lauderdale 3; Tallapoosa 2; Calhoun 2; Morgan 2; Jackson 2; Talladega 2; Houston 1; Lamar 1; Franklin 1; Washington 1; Autauga 1; Marion 1
Arkansas,USA,232,2,0,230,2020-03-25 03:00:00 * CTY: Pulaski 64; Cleburne 34; Jefferson 22; Faulkner 17; unknown 14; Garland 11; Van Buren 7; Washington 7; Clark 6; Saline 4; Bradley 4; Craighead 4; Grant 3; Cleveland 3; Independence 3; Poinsett 3; Searcy 2; Desha 2; Lincoln 2; Sebastian 1; Hempstead 1; Cross 1; Woodruff 1; Polk 1; Crawford 1; Union 1; Conway 1; Lawrence 1; Stone 1; Sevier 1; Hot Spring 1; Boone 1; Crittenden 1; Benton 1; Pike 1; Columbia 1; Greene 1; Pope 1; White 1
Bulgaria,Bulgaria,218,3,3,212,3/24/20 18:00
Taiwan,Taiwan,215,2,29,184,3/24/20 8:00
Oregon,USA,211,8,0,203,2020-03-25 03:00:00 * CTY: Washington 76; Marion 32; Multnomah 25; Linn 21; Clackamas 17; Deschutes 10; Yamhill 6; Lane 5; Benton 4; Polk 3; Jackson 3; Umatilla 2; Grant 1; Union 1; Klamath 1; Clatsop 1; Hood River 1; Josephine 1; Douglas 1
Lithuania,Lithuania,209,2,1,206,3/24/20 22:00
Slovakia,Slovakia,204,0,7,197,3/24/20 11:00
Latvia,Latvia,197,0,1,196,3/24/20 11:00
Kuwait,Kuwait,191,0,39,152,3/24/20 11:00
San Marino,San Marino,187,21,4,162,3/24/20 14:00
Hungary,Hungary,187,9,21,157,3/24/20 11:00
District of Columbia,USA,187,2,0,185,2020-03-25 03:00:00 * CTY: District of Columbia 187
Costa Rica,Costa Rica,177,2,2,173,3/24/20 20:00
Yunnan,Mainland China,176,2,172,2,3/17/20 2:00
Morocco,Morocco,170,5,6,159,3/24/20 20:00
Hainan,Mainland China,168,6,168,-6,3/24/20 5:00
Bosnia and Herzegovina,Bosnia and Herzegovina,166,3,2,161,3/24/20 22:00
