"Place","Region","Confirmed","Deaths","Recovered","Last Update"
"Brazil","Brazil","1","0","0","2020-02-26 14:00:00"
"North Macedonia","North Macedonia","1","0","0","2020-02-26 21:00:00"
"Norway","Norway","1","0","0","2020-02-26 21:00"
"Romania","Romania","1","0","0","2020-02-26 22:00:00"
"Georgia (country)","Georgia","1","0","0","2020-02-26 22:00:00"
"Denmark","Denmark","1","0","0","2020-02-27 14:30:00"
"Estonia","Estonia","1","0","0","2020-02-27 14:30:00"
"San Marino","San Marino","1","0","0","2020-02-27 21:00:00"
"Nigeria","Nigeria","1","0","0","2020-02-28 02:00:00"
"Netherlands","Netherlands","1","0","0","2020-02-28 01:00:00"
"Arizona","USA","1","0","1","2020-02-25 21:00:00"
"Massachusetts","USA","1","0","0","2020-02-01 19:43:00"
"Washington","USA","1","0","1","2020-02-09 07:03:00"
"Wisconsin","USA","1","0","0","2020-02-05 21:53:00"
