"Place","Region","Confirmed","Deaths","Recovered","Last Update"
"Guernsey","Guernsey","1","0","0","2020-03-13 14:00:00"
"Antigua and Barbuda","Antigua and Barbuda","1","0","0","2020-03-13 23:00:00"
"Curacao","Curacao","1","0","0","2020-03-14 14:00:00"
"Bhutan","Bhutan","1","0","0","2020-03-06 11:00:00"
"Sudan","Sudan","1","1","0","2020-03-13 17:00:00"
"Nepal","Nepal","1","0","1","2020-02-12 14:43:03"
"Suriname","Suriname","1","0","0","2020-03-14 16:33:03"
"Cayman Islands","Cayman Islands","1","0","0","2020-03-13 12:0:00"
"Cote d'Ivoire","Cote d'Ivoire","1","0","0","2020-03-13 23:00:00"
"Jordan","Jordan","1","0","0","2020-03-02 13:22:00"
"Mauritania","Mauritania","1","0","0","2020-03-14 13:00:00"
"Guyana","Guyana","1","1","0","2020-03-14 23:30:00"
"Guadeloupe","Guadeloupe","1","0","0","2020-03-13 12:00:00"
"Vatican City","Vatican City","1","0","0","2020-03-06 16:30:00"
"North Dakota","USA","1","0","0","2020-03-15 03:00:00 * CTY: Ward 1"
"USVI","USA","1","0","0","2020-03-15 03:00:00 * CTY:  1"
"Alaska","USA","1","0","0","2020-03-15 03:00:00 * CTY: Anchorage 1"
